,EDGJinoo, ,EDGJiejie, ,EDGScout, ,EDGHope, ,EDGMeiko, ,WEPoss, ,WEbeishang, ,WExiye, ,WEMystic, ,WEMissing, ,blue_economics,blue_towers,red_economics,red_towers,captions
235,50,52,69,67,70,69,49,53,75,58,78,24,51,46,70,30,47,56,51,46,0,1,0,3,['19:34 EDG »÷É±ÁË»ðÁú']
236,49,52,74,60,81,78,49,53,75,55,76,35,51,41,59,33,94,5,51,42,0,1,0,3,[]
237,47,54,77,56,86,80,12,90,77,61,80,45,50,34,51,25,84,11,52,43,0,1,0,3,[]
238,41,56,82,61,89,73,21,80,79,63,82,50,38,39,40,15,74,21,50,41,0,1,0,3,[]
239,52,51,76,71,91,65,31,68,78,72,93,52,33,43,37,10,65,30,57,39,0,2,0,3,['19:53 EDGScout(°µÒá½£Ä§) »÷ÆÆÁË·ÀÓùËþ']
240,53,49,70,78,91,63,43,69,70,65,91,55,32,45,28,12,56,39,56,39,0,2,0,3,[]
241,56,61,60,83,91,76,48,74,62,61,92,56,24,52,21,12,52,46,52,45,0,2,0,3,[]
242,57,61,54,84,90,81,46,73,62,61,91,50,21,51,17,9,53,54,53,54,0,2,0,3,[]
243,56,67,49,80,90,81,41,67,3,97,90,49,16,45,23,14,48,51,51,49,0,2,0,3,[]
244,56,67,42,77,9,80,35,66,7,89,91,52,15,40,25,14,47,48,51,49,0,2,0,3,[]
245,9,91,39,64,12,64,36,59,19,76,84,51,17,33,95,4,49,47,94,7,0,2,0,3,[]
246,19,79,31,58,11,50,38,58,29,68,76,57,20,28,92,5,49,48,82,18,0,2,0,3,[]
247,28,69,30,53,23,48,36,58,33,60,78,51,20,28,86,6,46,49,74,27,0,2,0,3,[]
248,33,62,22,50,15,38,37,59,38,60,70,49,85,5,67,28,44,46,67,28,0,2,0,3,[]
249,31,64,24,56,10,34,37,60,38,59,66,56,71,15,54,41,44,44,54,41,0,2,0,3,[]
250,44,67,35,59,11,45,39,61,39,60,62,61,62,24,46,52,44,49,46,52,0,2,0,3,[]
251,43,67,39,61,23,51,35,63,38,60,62,61,52,32,45,55,44,53,45,55,0,2,0,3,[]
252,44,68,38,64,32,56,39,60,38,59,57,63,41,39,43,54,43,53,43,54,0,2,0,3,[]
253,44,69,38,65,25,58,35,64,34,62,56,67,32,45,37,50,45,56,37,50,0,2,0,3,[]
254,40,65,31,63,26,58,36,64,38,63,56,67,26,50,31,53,41,56,31,53,0,2,0,3,[]
255,41,64,32,60,20,59,33,64,38,61,56,67,21,48,25,51,43,52,25,51,0,2,0,3,[]
256,39,63,37,56,29,65,40,61,39,56,55,57,22,40,36,49,46,53,36,49,0,2,0,3,[]
257,38,66,36,63,43,67,37,63,36,59,56,68,22,52,40,51,45,53,40,51,0,2,0,3,[]
258,43,67,37,62,47,64,39,62,39,61,56,67,26,58,39,53,44,54,39,53,0,2,0,3,[]
259,39,66,32,67,41,68,34,65,35,66,46,67,32,61,33,60,43,58,35,61,0,2,0,3,['21:34 WExiye(Ó¢ÓÂÍ¶µ¯ÊÖ) »÷É±ÁË EDGHope(¼²·ç½£ºÀ)']
260,34,68,29,71,34,73,34,65,31,73,39,66,33,63,32,64,39,63,39,63,0,2,0,3,['21:39 WEMystic(Ê¥Ç¹ÓÎÏÀ) »÷É±ÁË EDGJinoo(Íò»¨Í¨Áé)']
261,34,68,24,76,31,66,34,65,27,76,33,60,32,60,32,59,36,60,36,60,0,2,0,3,[]
262,34,68,24,76,36,66,34,65,32,68,31,58,31,52,32,61,38,58,38,58,0,2,0,3,[]
263,34,68,7,94,37,64,34,65,31,66,39,55,32,39,31,48,38,56,38,56,0,2,0,3,[]
264,34,68,18,82,43,56,34,65,42,59,31,45,32,31,31,35,32,47,32,47,0,2,0,3,[]
265,34,68,27,73,47,53,34,65,43,54,35,38,32,31,29,32,32,34,32,31,0,2,0,3,[]
266,34,68,32,61,37,50,4,93,36,48,35,38,31,30,29,32,32,33,32,33,0,2,0,3,[]
267,34,68,32,48,32,41,15,79,35,41,35,38,32,31,29,32,33,33,33,33,0,2,0,3,[]
268,3,95,30,38,32,39,25,69,34,37,29,35,31,29,29,32,34,32,29,35,0,2,0,3,[]
269,12,78,30,37,32,30,31,58,30,34,26,31,33,28,32,28,31,28,27,31,0,2,0,3,"['22:22 WEMystic(Ê¥Ç¹ÓÎÏÀ) »÷É±ÁË EDGJiejie(ËÀÍöËÌ³ªÕß)', '22:25 WE »÷É±ÁË´óÁú']"
270,17,64,30,37,33,29,32,45,34,28,34,27,38,26,33,27,32,28,31,29,0,2,0,3,"['22:28 WEMystic(Ê¥Ç¹ÓÎÏÀ) »÷É±ÁË EDGScout(°µÒá½£Ä§)', '22:28 EDGMeiko(¾ÆÍ°) »÷É±ÁË WExiye(Ó¢ÓÂÍ¶µ¯ÊÖ)']"
271,20,51,30,37,33,29,32,42,35,31,34,27,38,27,33,27,35,28,34,27,0,2,0,3,['22:34 WEMystic(Ê¥Ç¹ÓÎÏÀ) »÷É±ÁË EDGMeiko(¾ÆÍ°)']
272,24,38,30,37,33,29,31,34,35,31,95,4,95,4,33,27,35,27,96,3,0,2,0,3,[]
273,33,40,30,37,33,29,40,44,35,31,93,6,90,13,33,27,46,23,91,9,0,2,0,3,[]
274,44,44,30,37,33,29,48,51,35,31,93,7,83,27,33,27,51,21,84,26,0,2,0,3,[]
275,50,46,30,37,33,29,52,47,35,31,88,20,78,39,33,27,95,4,72,30,0,2,0,3,[]
276,54,54,30,37,33,29,51,50,35,31,81,32,73,42,33,27,88,8,63,38,0,2,0,3,[]
277,56,65,2,96,33,29,39,55,35,31,81,46,68,41,33,27,76,20,61,40,0,2,0,3,[]
278,58,76,10,81,33,29,27,59,6,95,78,51,56,44,33,27,67,29,56,44,0,2,0,3,[]
279,61,83,16,68,4,94,28,60,21,82,85,64,52,36,89,4,58,37,60,36,0,2,0,3,[]
280,62,82,18,56,14,78,36,64,29,72,87,74,50,35,71,6,56,40,61,37,0,2,0,3,[]
281,56,84,18,46,17,63,40,59,42,67,89,59,45,35,57,8,51,44,51,44,0,2,0,3,[]
282,53,84,20,50,26,51,41,58,57,70,87,72,45,37,43,9,51,47,51,47,0,2,0,3,[]
283,62,89,34,48,32,50,39,59,55,67,77,78,92,4,39,14,51,48,51,47,0,2,0,3,[]
284,70,91,31,55,32,44,39,58,41,66,70,80,84,10,29,12,50,50,50,50,0,2,0,3,[]
285,64,91,33,59,24,39,39,59,39,59,74,90,78,22,27,11,53,56,53,56,0,2,0,3,[]
286,54,88,32,51,36,28,32,58,30,52,72,85,69,31,33,22,42,55,42,54,0,2,0,3,[]
287,47,76,32,46,40,25,34,62,33,43,75,87,58,42,44,23,43,54,43,54,0,2,0,3,[]
288,51,63,32,45,34,23,39,60,31,46,66,77,48,38,51,31,42,41,42,41,0,2,0,3,[]
289,51,66,31,57,29,21,38,61,31,58,71,85,49,49,49,43,43,53,43,53,0,2,0,3,[]
290,50,66,36,63,25,29,35,65,36,65,72,86,46,64,48,55,44,58,44,58,0,2,0,3,[]
291,45,69,41,66,32,42,45,68,45,69,64,77,47,68,51,64,51,64,51,64,0,2,0,3,[]
292,40,72,43,69,37,50,47,73,43,69,51,76,54,67,49,67,47,72,47,68,0,2,0,3,['24:19 WEMissing(Ä§·¨Ã¨ßä) »÷É±ÁË EDGHope(¼²·ç½£ºÀ)']
293,35,75,37,66,35,63,47,73,36,66,45,79,52,64,45,66,44,70,44,70,0,2,0,3,[]
294,31,72,36,67,35,68,47,73,30,66,49,82,47,52,48,55,43,68,43,68,0,2,0,3,[]
295,31,72,34,65,34,68,47,73,30,66,55,90,42,60,43,58,43,69,43,69,0,2,0,3,[]
296,9,93,30,68,31,67,47,73,9,92,48,81,32,61,35,61,36,59,35,61,0,2,0,3,[]
297,22,81,25,72,25,72,47,73,22,81,41,77,28,66,32,64,32,65,33,64,0,2,0,4,['24:45 WEMystic(Ê¥Ç¹ÓÎÏÀ) »÷ÆÆÁË·ÀÓùËþ']
298,27,81,18,78,18,72,47,73,30,80,30,74,26,74,25,70,25,70,29,72,0,2,0,4,[]
299,23,80,10,86,17,78,47,73,20,77,28,74,27,74,28,73,23,71,27,75,0,2,0,4,[]
300,23,85,5,96,25,88,12,90,20,84,25,76,24,80,23,74,21,74,23,74,0,2,0,5,['24:56 WExiye(Ó¢ÓÂÍ¶µ¯ÊÖ) »÷ÆÆÁË·ÀÓùËþ']
301,20,77,18,90,38,90,20,76,21,76,39,76,37,75,34,74,31,74,31,74,0,2,0,5,[]
302,29,79,32,90,51,94,26,75,28,73,51,78,47,69,48,78,43,78,48,78,0,2,0,5,[]
303,34,88,45,92,53,93,31,74,34,80,64,77,59,68,57,74,54,76,59,73,0,2,0,5,[]
304,41,80,55,89,58,90,38,72,40,71,72,70,66,69,67,67,63,70,64,68,0,2,0,5,[]
305,28,73,51,83,53,85,39,65,38,64,73,63,66,69,74,68,68,66,74,64,0,2,0,5,['25:24 WE »÷É±ÁËÍÁÁú']
306,16,66,44,79,66,82,45,55,31,53,76,62,71,66,74,58,94,4,95,4,0,2,0,5,[]
307,9,56,41,77,67,81,45,50,43,52,85,8,89,6,79,52,95,4,91,5,0,2,0,5,[]
308,8,42,32,70,73,78,43,52,43,52,74,22,74,17,81,49,85,8,88,7,0,2,0,5,[]
309,7,37,31,58,82,82,32,46,37,40,72,33,62,23,81,49,72,18,72,18,0,3,0,5,['25:45 EDG »÷ÆÆÁË·ÀÓùËþ']
310,7,38,25,51,78,86,40,36,31,37,72,41,53,35,92,5,65,30,65,30,0,3,0,5,[]
311,16,32,19,50,78,86,32,42,31,37,79,52,49,35,72,6,52,33,52,33,0,3,0,5,[]
312,11,34,20,52,9,93,39,49,8,85,92,57,41,38,60,26,51,44,42,36,0,3,0,5,[]
313,11,25,18,48,27,89,41,59,21,75,90,69,42,34,47,36,48,42,46,35,0,3,0,5,[]
314,13,20,18,54,42,90,36,62,33,66,93,71,31,37,29,36,36,38,29,36,0,3,0,5,[]
315,8,25,18,54,54,86,36,63,34,64,91,73,19,36,11,26,25,36,11,26,0,3,0,5,['26:15 WExiye(Ó¢ÓÂÍ¶µ¯ÊÖ) »÷É±ÁË EDGJinoo(Íò»¨Í¨Áé)']
316,8,25,3,94,57,83,37,65,36,65,89,70,22,44,14,18,32,36,19,25,0,3,0,5,[]
317,8,25,8,77,59,84,24,65,22,66,86,74,23,37,11,30,33,38,23,37,0,3,0,5,[]
318,8,25,10,64,62,80,11,62,19,60,86,75,20,50,9,33,23,41,20,50,0,3,0,5,[]
319,8,25,17,62,56,67,14,64,12,64,81,81,21,54,10,41,17,49,23,58,0,3,0,5,[]
320,8,25,13,63,64,77,21,65,21,64,74,89,17,56,14,49,16,52,17,56,0,3,0,5,[]
321,8,25,11,68,65,81,11,66,12,66,68,91,16,57,8,50,9,51,16,57,0,3,0,5,[]
322,8,25,21,71,60,85,8,65,16,69,78,88,11,51,6,54,7,54,11,51,0,3,0,6,['26:50 WEMystic(Ê¥Ç¹ÓÎÏÀ) »÷ÆÆÁË·ÀÓùËþ']
323,8,25,15,70,56,90,9,70,10,70,74,87,10,62,9,61,7,62,10,62,0,3,0,6,[]
324,2,96,9,73,47,82,8,72,8,73,68,90,10,65,7,64,6,67,10,65,0,3,0,6,[]
325,7,78,8,74,34,75,12,74,11,76,68,91,11,63,11,62,8,64,11,63,0,3,0,6,[]
326,16,76,15,75,25,75,17,77,12,74,63,89,19,64,20,61,14,64,19,63,0,3,0,6,[]
327,10,74,12,73,22,72,13,75,9,70,50,89,14,65,14,64,7,63,14,65,0,3,0,6,[]
328,11,70,10,72,17,70,10,73,10,70,48,91,16,63,11,58,10,61,16,63,0,3,0,6,[]
329,16,69,9,71,22,74,7,69,8,69,49,89,17,60,8,59,8,60,17,60,0,3,0,6,[]
330,25,70,19,73,36,77,11,75,15,70,50,91,16,59,9,58,8,58,16,59,0,3,0,6,[]
331,26,70,20,72,41,77,6,88,13,72,64,92,18,61,10,58,7,60,18,61,0,3,0,7,['27:31 WEPoss(¿ñ±©Ö®ÐÄ) »÷ÆÆÁË·ÀÓùËþ']
332,27,70,16,68,38,76,5,90,13,68,61,92,17,58,10,51,9,54,17,58,0,3,0,7,[]
333,29,69,7,67,36,75,7,73,12,69,69,91,17,60,9,57,7,56,17,60,0,3,0,7,[]
334,29,69,10,67,33,66,6,68,13,68,71,90,22,48,7,56,8,54,22,48,0,3,0,7,[]
335,35,75,15,69,45,65,8,65,8,64,95,5,22,48,5,44,5,45,22,43,0,3,0,7,[]
336,48,82,22,66,46,64,20,66,8,67,92,6,91,4,5,44,5,45,95,3,0,3,0,7,[]
337,51,85,22,66,46,64,33,65,8,67,90,8,74,14,86,8,86,6,74,14,0,3,0,7,[]
338,51,85,6,89,4,95,35,67,12,81,77,17,62,24,72,22,71,15,62,24,0,3,0,7,[]
339,51,85,18,76,8,86,33,64,24,72,66,29,52,32,63,33,61,23,52,32,0,3,0,7,[]
340,6,90,27,67,20,74,34,63,33,62,56,39,39,37,53,42,51,29,39,37,0,3,0,7,[]
341,19,76,36,59,31,65,40,57,39,53,43,39,34,42,47,50,41,37,34,42,0,3,0,7,[]
342,29,66,37,59,42,60,40,57,37,57,44,50,39,51,46,51,43,48,39,51,0,3,0,7,[]
343,32,62,33,64,43,67,32,61,37,64,43,59,38,57,41,56,42,59,38,57,0,3,0,7,[]
344,33,61,33,63,41,64,38,62,36,63,37,50,39,52,34,49,38,52,39,52,0,3,0,7,[]
345,31,63,34,59,42,57,37,57,36,58,26,50,33,49,30,51,28,51,33,49,0,3,0,7,[]
346,31,63,37,61,54,58,49,59,44,58,30,51,42,52,36,50,30,51,42,52,0,3,0,7,[]
347,4,95,38,64,52,64,48,66,46,64,32,53,48,55,41,52,40,51,49,53,0,3,0,7,[]
348,15,85,39,59,48,60,39,63,39,63,21,50,42,46,33,42,32,41,43,44,0,3,0,7,[]
349,17,68,42,53,44,49,44,51,43,53,23,44,35,37,31,33,30,32,35,37,0,3,0,7,[]
350,18,54,41,44,45,37,40,40,39,42,28,38,33,31,31,34,30,29,33,31,0,3,0,7,[]
351,23,42,37,41,38,27,34,38,31,36,26,35,29,33,23,31,26,32,29,33,0,3,0,7,['29:13 WE »÷É±ÁË´óÁú']
352,22,32,27,34,30,31,26,30,28,32,21,28,24,27,21,25,21,26,24,27,0,3,0,7,[]
353,23,37,28,35,31,36,27,31,28,38,26,25,23,29,25,27,22,31,23,29,0,3,0,7,['29:21 WEPoss(¿ñ±©Ö®ÐÄ) »÷É±ÁË EDGHope(¼²·ç½£ºÀ)']
354,19,51,34,42,34,39,27,31,31,46,26,24,23,42,30,39,28,37,30,39,0,3,0,7,['29:30 WExiye(Ó¢ÓÂÍ¶µ¯ÊÖ) »÷É±ÁË EDGJiejie(ËÀÍöËÌ³ªÕß)']
355,21,54,34,42,32,41,27,31,32,42,40,58,24,52,31,42,27,38,27,38,0,3,0,7,"['29:33 EDGJiejie(ËÀÍöËÌ³ªÕß) »÷É±ÁË WExiye(Ó¢ÓÂÍ¶µ¯ÊÖ)', '29:33 WExiye(Ó¢ÓÂÍ¶µ¯ÊÖ) »÷É±ÁË EDGMeiko(¾ÆÍ°)', '29:33 WExiye(Ó¢ÓÂÍ¶µ¯ÊÖ) »÷É±ÁË EDGScout(°µÒá½£Ä§)']"
356,17,61,34,42,32,41,27,31,32,42,31,65,18,56,31,42,20,48,20,48,0,3,0,7,[]
357,9,67,34,42,32,41,27,31,32,42,20,76,15,64,31,42,17,61,15,64,0,3,0,7,[]
358,3,71,34,42,32,41,27,31,32,42,19,79,15,76,31,42,5,70,15,76,0,3,0,7,['29:49 WEMystic(Ê¥Ç¹ÓÎÏÀ) »÷É±ÁË EDGJinoo(Íò»¨Í¨Áé)']
359,3,71,34,42,32,41,27,31,32,42,13,81,10,83,31,42,9,81,11,81,0,3,0,7,[]
360,3,71,34,42,32,41,27,31,32,42,15,88,13,86,31,42,11,83,14,83,0,3,0,8,['29:56 WEPoss(¿ñ±©Ö®ÐÄ) »÷ÆÆÁË·ÀÓùËþ']
361,3,71,34,42,32,41,27,31,32,42,19,83,18,82,31,42,17,82,18,82,0,3,0,9,['30:1 WEPoss(¿ñ±©Ö®ÐÄ) »÷ÆÆÁË·ÀÓùËþ']
362,3,71,34,42,32,41,10,92,32,42,15,86,12,89,31,42,14,85,12,85,0,3,0,9,[]
363,3,71,34,42,32,41,11,92,2,96,9,91,10,92,31,42,10,93,9,92,0,3,0,9,['30:14 WEPoss(¿ñ±©Ö®ÐÄ) »÷É±ÁË EDGHope(¼²·ç½£ºÀ)']
364,3,71,1,96,32,41,11,92,2,96,6,88,11,91,31,42,12,91,9,92,0,3,0,9,[]
365,3,71,1,96,32,41,11,92,2,96,6,88,11,91,31,42,12,91,9,92,0,3,0,9,['30:25 WE »ñÊ¤']
