,RWZWuJi, ,RWHolder, ,RWHaro, ,RWHuaTian, ,RWKillua, ,RNGLangx, ,RNGKarsa, ,RNGXiaohu, ,RNGUzi, ,RNGMing, ,blue_economics,blue_towers,red_economics,red_towers,captions
226,35,65,87,76,59,85,26,90,68,79,78,85,77,14,80,50,41,55,40,54,32461,1,35057,3,[]
227,31,66,5,85,59,85,40,90,68,79,78,85,71,27,93,5,37,57,43,48,32599,1,35152,3,[]
228,34,67,5,70,6,90,53,90,3,96,95,2,66,39,93,5,43,51,43,48,32694,1,35206,3,[]
229,33,66,7,55,20,76,56,92,12,82,95,6,66,53,82,15,44,36,93,7,33009,1,35258,3,[]
230,30,67,15,49,29,66,53,87,23,73,95,6,62,61,71,26,51,27,85,18,33061,1,35435,3,[]
231,30,67,12,46,31,57,55,91,35,64,91,12,56,65,66,39,51,32,75,27,33185,1,35619,3,[]
232,4,94,8,36,30,51,62,91,39,56,84,25,57,67,65,39,49,43,66,38,33421,1,35671,3,[]
233,9,84,12,46,33,43,59,91,39,53,73,27,68,64,68,44,49,51,55,47,33486,1,35848,3,[]
234,18,76,22,47,22,38,52,85,31,50,59,23,83,58,75,49,49,53,50,52,33537,1,36039,3,[]
235,28,69,21,47,22,53,47,75,37,59,45,16,83,57,82,59,50,45,47,54,33730,1,36186,3,[]
236,34,62,17,43,23,56,39,65,36,59,44,18,75,59,79,74,48,34,40,45,34190,1,36418,3,[]
237,34,59,11,33,23,47,37,63,38,58,42,17,81,67,80,82,47,35,43,45,34241,1,36681,3,[]
238,38,56,12,34,27,34,39,62,45,54,44,17,69,68,73,72,49,41,44,44,34292,1,36784,3,[]
239,41,55,16,34,32,27,39,74,39,56,51,24,66,67,70,67,49,50,50,51,34372,1,36959,3,[]
240,36,59,17,20,30,32,43,88,38,59,47,36,65,68,68,66,45,50,47,49,34450,1,37150,3,['20:0 RNG »÷É±ÁË·çÁú']
241,38,59,19,15,34,32,55,92,40,55,45,45,58,63,56,66,39,44,39,44,34702,1,37232,3,[]
242,41,57,20,20,34,32,51,94,42,58,43,52,45,63,40,65,44,49,42,46,34764,1,37282,3,[]
243,36,63,26,24,31,39,51,94,42,58,40,60,41,59,42,60,39,57,38,56,34817,1,37687,3,['20:14 RNGUzi(Ðé¿ÕÖ®Å®) »÷É±ÁË RWKillua(ÕýÒå¾ÞÏñ)']
244,33,65,27,31,28,51,36,63,42,58,40,60,38,51,38,51,39,59,37,57,34866,1,37779,3,[]
245,34,65,23,35,25,43,38,62,42,58,41,58,32,42,31,48,43,55,40,54,34916,1,37985,3,[]
246,36,62,22,43,23,44,37,62,42,58,43,55,32,32,32,47,39,53,39,54,35026,1,38067,3,[]
247,39,59,20,49,16,42,38,58,42,58,39,43,35,31,43,38,32,43,32,44,35216,1,38119,3,[]
248,34,59,21,44,15,38,29,57,42,58,42,41,41,32,56,43,33,35,34,37,35351,1,38172,3,[]
249,31,56,21,38,17,30,31,53,42,58,42,44,40,36,52,45,33,35,35,38,35431,1,38222,3,[]
250,39,60,24,35,19,25,38,64,10,84,43,44,34,39,44,39,34,38,34,38,35482,1,38274,3,[]
251,40,59,29,33,19,25,46,74,25,76,42,45,34,39,32,43,34,38,34,38,35567,1,38326,3,[]
252,39,54,23,29,19,26,53,86,32,65,36,40,25,31,27,35,27,33,27,33,35652,1,38828,3,[]
253,41,51,22,24,15,34,55,89,38,56,43,39,29,22,26,23,28,23,25,29,35724,1,38902,3,['21:2 RNGXiaohu(ÑÒÈ¸) »÷É±ÁË RWHolder(½âÍÑÕß)']
254,48,49,22,24,18,31,49,78,46,48,56,43,30,22,36,13,28,23,25,26,35803,1,39099,3,[]
255,42,51,22,24,22,30,47,75,36,43,53,47,94,4,42,9,91,4,25,26,35853,1,39270,3,[]
256,34,47,22,24,32,32,2,96,33,40,66,54,80,13,44,11,77,16,80,11,36028,1,39322,3,[]
257,34,49,22,24,23,40,10,83,34,30,56,59,66,20,44,11,68,29,67,19,36079,1,39374,3,[]
258,44,53,22,24,28,52,21,73,23,37,58,73,55,30,90,7,59,41,57,29,36150,1,39427,3,[]
259,42,57,22,24,35,48,20,63,23,37,61,88,43,38,76,20,51,52,45,37,36201,1,39692,3,[]
260,41,58,22,24,31,56,20,51,6,88,58,91,36,40,62,25,48,47,39,41,36342,1,39938,3,[]
261,39,59,14,95,39,66,22,48,20,75,56,81,28,32,48,35,40,41,31,35,36437,1,40042,3,[]
262,33,59,29,93,44,68,22,48,31,65,56,82,30,38,32,35,30,34,31,36,36591,1,40374,3,[]
263,31,57,44,92,39,64,22,48,41,59,68,82,32,31,37,38,31,33,32,35,36720,1,40423,3,[]
264,31,51,46,91,39,51,21,45,44,51,59,71,33,31,46,46,30,32,32,32,36803,1,40563,3,[]
265,30,47,46,91,32,46,22,39,35,47,54,57,33,37,47,48,25,29,29,35,36850,1,40611,3,[]
266,28,50,11,31,31,54,24,47,32,47,32,56,32,42,35,49,32,40,31,42,36923,1,41009,3,[]
267,24,58,16,42,27,59,21,48,33,47,28,59,30,52,30,54,32,46,28,50,37043,1,41126,3,['22:11 RNGXiaohu(ÑÒÈ¸) »÷É±ÁË RWKillua(ÕýÒå¾ÞÏñ)']
268,25,59,22,51,36,59,24,51,33,47,34,59,35,60,30,60,38,56,32,53,37093,1,41779,3,[]
269,26,60,23,53,38,60,30,57,33,47,39,54,31,57,35,61,25,58,35,58,37144,1,42337,3,"['22:21 RNGUzi(Ðé¿ÕÖ®Å®) »÷É±ÁË RWHaro(Ðé¿Õ¶ÝµØÊÞ)', '22:24 RNGUzi(Ðé¿ÕÖ®Å®) »÷É±ÁË RWZWuJi(ÄæÓð)']"
270,26,60,27,60,38,60,18,51,33,47,31,58,30,54,29,58,24,60,30,59,37195,1,42879,3,[]
271,26,60,27,60,38,60,9,50,33,47,32,59,31,43,28,51,20,50,30,50,37250,1,42992,3,['22:31 RNGXiaohu(ÑÒÈ¸) »÷É±ÁË RWHolder(½âÍÑÕß)']
272,26,60,27,60,38,60,9,50,33,47,31,53,26,32,30,37,25,37,32,43,37300,1,43043,3,[]
273,26,60,27,60,38,60,4,95,8,87,31,38,31,30,33,31,31,32,31,33,37355,1,43098,3,[]
274,26,60,27,60,38,60,17,86,23,78,32,29,30,29,32,32,31,33,30,32,37406,1,44676,3,[]
275,26,60,27,60,38,60,26,76,31,67,34,28,37,25,21,38,31,33,30,34,37456,1,44727,3,['22:51 RNG »÷É±ÁË´óÁú']
276,26,60,27,60,2,96,35,67,37,62,91,5,94,6,10,34,90,13,95,4,37609,1,44884,3,[]
277,3,93,27,60,11,85,39,59,39,58,75,15,82,21,10,30,78,26,92,7,37744,1,44935,3,[]
278,8,77,27,60,27,88,50,61,42,53,62,23,67,30,86,9,66,36,93,5,37794,1,44989,3,[]
279,7,65,5,92,40,87,57,72,31,48,49,18,54,32,73,23,56,46,85,11,37845,1,45144,3,[]
280,8,55,21,85,52,84,50,82,32,53,44,18,51,36,61,34,52,47,72,25,38045,1,45277,3,[]
281,8,57,32,79,64,83,51,91,20,49,43,15,49,42,49,47,45,50,62,37,38177,1,45614,3,[]
282,17,64,32,72,67,82,61,89,24,47,43,24,48,56,49,58,43,57,51,50,38257,1,45665,3,[]
283,29,66,32,67,68,78,53,88,18,56,41,38,51,71,57,71,52,66,40,61,38357,1,45753,3,[]
284,32,64,35,61,60,86,50,88,26,66,43,53,48,73,47,78,49,68,40,70,38512,1,45911,3,[]
285,31,67,32,66,63,83,38,88,32,67,43,58,47,78,40,77,43,69,39,73,38562,1,45997,3,[]
286,28,72,37,66,64,82,30,79,33,66,41,58,44,80,44,69,43,69,43,68,38634,1,46095,3,[]
287,32,70,31,75,73,89,28,72,29,68,40,57,41,76,43,69,41,75,40,70,38840,1,46262,3,[]
288,28,79,25,75,73,85,25,65,26,72,38,60,38,72,40,68,39,74,37,75,38889,1,46313,3,[]
289,25,80,26,73,73,85,18,67,24,72,32,68,33,76,31,64,35,67,34,77,38971,1,46979,4,['24:5 RNGUzi(Ðé¿ÕÖ®Å®) »÷ÆÆÁË·ÀÓùËþ']
290,22,77,21,75,5,93,19,69,21,72,27,73,28,72,25,70,27,67,29,70,39020,1,47400,4,[]
291,20,79,19,76,16,78,18,76,20,74,26,75,22,72,27,74,25,70,27,74,39095,1,47627,4,['24:14 RNGLangx(µ¶·æÎèÕß) »÷É±ÁË RWHolder(½âÍÑÕß)']
292,15,79,19,76,15,71,21,75,14,76,17,71,17,71,24,78,13,75,19,70,39145,1,48382,4,['24:20 RNGUzi(Ðé¿ÕÖ®Å®) »÷É±ÁË RWKillua(ÕýÒå¾ÞÏñ)']
293,13,81,19,76,17,66,22,75,14,76,16,69,19,72,25,82,18,73,18,72,39197,1,48846,4,['24:23 RNGKarsa(ÁÝ¶¬Ö®Å­) »÷É±ÁË RWHaro(Ðé¿Õ¶ÝµØÊÞ)']
294,13,84,19,76,17,66,23,76,14,76,16,71,17,79,24,83,21,81,19,79,39247,1,48927,4,['24:26 RNGKarsa(ÁÝ¶¬Ö®Å­) »÷É±ÁË RWHuaTian(»úÐµ¹«µÐ)']
295,11,91,19,76,17,66,23,76,14,76,17,71,23,84,28,81,19,80,20,80,39297,1,49322,4,[]
296,9,92,19,76,17,66,23,76,14,76,20,76,21,76,23,77,18,75,19,78,39350,1,49502,5,['24:39 RNGXiaohu(ÑÒÈ¸) »÷ÆÆÁË·ÀÓùËþ']
297,13,87,19,76,17,66,23,76,14,76,19,81,19,78,22,83,16,78,15,80,39403,1,49605,5,[]
298,13,90,19,76,17,66,23,76,14,76,13,83,12,82,17,82,9,82,13,82,39453,1,49906,5,[]
299,18,91,19,76,17,66,23,76,2,96,13,85,13,87,13,83,13,89,12,84,39504,1,50229,6,['24:52 RNGLangx(µ¶·æÎèÕß) »÷ÆÆÁË·ÀÓùËþ']
300,12,83,8,87,17,66,23,76,14,87,13,83,10,86,7,83,13,85,10,85,41765,1,50281,7,"['24:56 RNGXiaohu(ÑÒÈ¸) »÷ÆÆÁË·ÀÓùËþ', '24:59 RWHolder(½âÍÑÕß) »÷É±ÁË RNGXiaohu(ÑÒÈ¸)', '25:0 RWZWuJi(ÄæÓð) »÷É±ÁË RNGMing(¶éÂäÌìÊ¹)']"
301,12,83,13,86,4,95,23,76,13,86,13,82,11,91,7,83,14,86,11,86,43693,1,50334,7,"['25:3 RWZWuJi(ÄæÓð) »÷É±ÁË RNGLangx(µ¶·æÎèÕß)', '25:4 RWHolder(½âÍÑÕß) »÷É±ÁË RNGKarsa(ÁÝ¶¬Ö®Å­)', '25:5 RWZWuJi(ÄæÓð) »÷É±ÁË RNGUzi(Ðé¿ÕÖ®Å®)']"
302,16,80,14,89,18,83,12,93,17,80,13,82,11,91,7,83,14,86,11,86,43860,1,50387,7,[]
303,22,74,6,94,23,74,21,81,21,75,13,82,11,91,7,83,14,86,11,86,43911,1,50438,7,[]
304,30,66,15,87,34,68,20,80,28,67,13,82,11,91,7,83,14,86,11,86,43961,1,50489,7,[]
305,40,59,26,81,46,66,22,76,21,65,13,82,11,91,7,83,14,86,11,86,44124,1,50541,7,[]
306,42,54,34,76,51,65,18,64,34,63,13,82,11,91,7,83,14,86,11,86,44321,1,50593,7,[]
307,40,58,34,77,63,61,19,51,37,58,13,82,11,91,7,83,14,86,11,86,44641,1,50644,7,[]
308,40,65,40,72,73,54,22,48,40,61,13,82,11,91,7,83,14,86,11,86,44694,1,50698,7,[]
309,47,73,51,67,76,52,19,45,47,67,13,82,11,91,7,83,14,86,89,7,44942,1,50746,7,[]
310,47,73,41,66,81,55,14,36,49,77,13,82,91,12,91,6,89,7,78,23,45035,1,50797,7,[]
311,2,96,39,64,83,57,8,32,53,77,85,11,78,24,81,22,73,17,66,35,45304,1,50852,7,[]
312,16,87,39,64,80,66,7,38,54,76,73,23,65,31,80,41,60,23,53,45,45362,1,50921,7,[]
313,26,73,39,64,71,65,18,48,2,96,67,35,67,43,79,48,51,26,51,44,45539,1,51175,7,[]
314,33,65,2,98,75,66,17,45,11,91,67,49,67,60,79,55,50,32,53,46,45590,1,51336,7,[]
315,30,67,14,91,77,78,19,48,25,76,62,62,65,63,70,65,48,39,53,54,45831,1,51390,7,[]
316,30,66,27,82,62,82,21,53,33,65,57,74,67,65,65,63,50,52,50,65,46096,1,51473,7,[]
317,27,74,37,75,55,83,19,52,32,73,51,62,69,65,62,64,42,56,50,65,46327,1,51709,7,[]
318,27,74,34,74,55,83,18,57,27,66,40,56,63,62,55,61,40,54,43,57,46429,1,51763,7,['26:26 RNG »÷É±ÁË·çÁú']
319,11,91,25,71,53,84,18,57,25,72,34,64,49,66,38,59,30,64,37,64,46566,1,51819,7,[]
320,22,78,21,77,41,82,7,88,20,76,25,70,38,74,29,68,22,72,28,73,46645,1,51927,7,[]
321,19,80,20,80,41,80,13,75,21,73,24,73,25,76,25,72,18,72,23,74,46696,1,52008,7,[]
322,21,82,18,80,31,75,13,78,17,75,22,84,18,75,17,73,20,73,25,75,46854,1,52493,7,['26:50 RNGUzi(Ðé¿ÕÖ®Å®) »÷É±ÁË RWKillua(ÕýÒå¾ÞÏñ)']
323,26,89,19,85,31,80,17,84,17,75,19,80,17,83,19,78,22,85,25,82,46905,1,52568,7,[]
324,23,88,18,85,15,83,21,88,17,75,20,82,17,84,23,80,16,84,23,83,47446,1,52664,7,[]
325,21,85,14,77,16,81,18,83,17,75,17,82,16,82,22,76,16,83,21,76,48476,1,52715,7,"['27:2 RWHaro(Ðé¿Õ¶ÝµØÊÞ) »÷É±ÁË RNGUzi(Ðé¿ÕÖ®Å®)', '27:5 RWHaro(Ðé¿Õ¶ÝµØÊÞ) »÷É±ÁË RNGLangx(µ¶·æÎèÕß)']"
326,18,80,17,78,19,78,17,80,17,75,17,82,10,83,32,66,16,83,30,68,48722,1,52767,7,['27:8 RWHuaTian(»úÐµ¹«µÐ) »÷É±ÁË RNGKarsa(ÁÝ¶¬Ö®Å­)']
327,25,73,25,72,29,69,23,72,17,75,17,82,10,83,40,54,16,83,31,52,48777,1,52818,7,[]
328,34,74,35,75,35,58,34,63,17,75,17,82,10,83,41,38,16,83,38,39,48857,1,52872,7,[]
329,34,67,44,69,36,47,44,54,17,75,17,82,10,83,44,23,16,83,41,32,48908,1,52924,7,[]
330,43,58,49,60,35,38,44,54,17,75,17,82,10,83,42,10,16,83,41,32,49163,1,53017,7,[]
331,50,50,52,51,46,35,51,47,13,87,17,82,10,83,43,11,16,83,85,11,49213,1,53077,7,[]
332,57,46,59,44,56,30,57,43,24,74,17,82,10,83,45,13,16,83,72,25,49763,1,53216,7,[]
333,52,50,55,48,60,24,52,48,35,64,17,82,10,83,46,9,16,83,65,34,49816,2,53271,7,['27:43 RWZWuJi(ÄæÓð) »÷ÆÆÁË·ÀÓùËþ']
334,42,60,57,56,60,24,42,57,46,55,17,82,10,83,47,6,88,6,62,35,49865,2,53321,7,[]
335,38,64,57,56,5,95,41,57,55,66,95,4,85,8,47,6,68,7,55,31,49917,2,53374,7,[]
336,38,64,14,89,15,80,5,94,58,70,82,15,69,17,86,10,52,8,55,32,49980,2,53514,7,[]
337,3,95,24,77,29,70,20,83,62,74,71,27,57,24,68,19,39,8,45,35,50030,2,53658,7,[]
338,18,85,32,67,42,65,29,72,62,74,60,38,45,34,56,30,29,8,36,41,50174,2,53849,7,[]
339,27,74,39,59,47,64,37,62,4,93,59,49,32,36,42,39,20,15,30,44,50438,2,53914,7,[]
340,36,64,44,57,34,60,40,60,18,77,52,48,24,36,44,43,19,26,40,44,50490,2,53971,7,[]
341,41,59,48,53,39,52,46,55,31,68,50,47,32,38,49,46,28,37,42,45,50674,2,54100,7,[]
342,45,56,48,55,39,54,46,55,41,58,55,47,42,42,52,48,35,40,42,44,50788,2,54284,7,[]
343,38,60,41,56,38,55,39,58,40,58,52,47,37,39,48,42,21,37,42,38,50840,2,54338,7,[]
344,39,58,40,50,37,50,45,53,46,56,64,53,30,35,34,36,11,32,34,36,50920,2,54694,7,[]
345,42,52,31,52,40,50,46,48,47,47,68,63,34,32,33,37,20,36,31,35,50972,2,54746,7,[]
346,44,46,24,58,42,44,47,45,52,47,72,76,34,38,24,39,32,36,33,36,51055,2,54797,7,[]
347,43,43,22,51,44,35,46,45,46,45,68,89,32,32,27,35,29,32,31,34,51105,2,54849,7,[]
348,42,46,27,51,40,33,42,46,39,43,67,90,35,39,18,60,32,42,35,40,51157,2,54948,7,[]
349,48,57,14,85,41,43,43,46,44,46,14,85,42,43,12,83,38,50,37,43,51208,2,55051,7,[]
350,54,61,10,85,44,47,36,48,43,48,11,86,53,41,8,86,45,52,36,49,51709,2,55688,7,['29:10 RWHuaTian(»úÐµ¹«µÐ) »÷É±ÁË RNGMing(¶éÂäÌìÊ¹)']
351,56,60,10,85,39,53,36,48,34,43,12,87,65,35,7,89,49,65,35,49,51762,2,55852,7,['29:11 RNGLangx(µ¶·æÎèÕß) »÷É±ÁË RWHolder(½âÍÑÕß)']
352,56,60,10,85,39,53,10,86,34,43,12,87,65,35,7,89,49,65,35,49,51762,2,55852,7,[]
353,56,60,10,85,39,53,10,86,34,43,12,87,65,35,7,89,49,65,35,49,51762,2,55852,7,['29:25 RNG »ñÊ¤']
