,VGChelizi, ,VGYoudang, ,VGIan, ,VGPuff, ,VGSouthwind, ,TES369, ,TESXx, ,TESKnight9, ,TESLokeN, ,TESBen, ,blue_economics,blue_towers,red_economics,red_towers,captions
247,15,39,55,82,28,94,52,47,57,45,75,47,59,44,68,65,58,39,74,22,33179,2,32095,1,[]
248,11,27,47,80,42,92,43,54,45,54,73,42,59,35,71,70,60,40,63,32,33291,2,32200,1,[]
249,12,22,40,71,55,92,32,59,40,58,65,39,58,34,69,81,58,39,50,33,33553,2,32319,1,[]
250,12,22,34,61,66,92,32,60,40,58,56,32,60,37,64,88,52,45,50,43,33716,2,32398,1,[]
251,13,35,36,64,57,93,39,63,7,94,50,22,66,45,58,92,49,50,50,45,33772,2,32560,1,[]
252,16,43,45,72,49,90,40,57,18,82,42,24,60,49,48,89,49,48,46,39,33837,2,33003,1,[]
253,18,44,46,67,49,90,41,57,28,73,46,22,56,40,59,91,54,42,41,33,34085,2,33125,1,['21:1 TESKnight9(青钢影) 击杀了 VGIan(解脱者)']
254,19,50,45,67,49,90,39,60,40,59,44,16,56,36,71,88,54,42,39,38,34228,2,33256,1,[]
255,22,48,38,64,49,90,39,60,36,49,48,16,94,6,71,88,92,5,41,32,34309,2,33367,1,[]
256,22,48,30,54,49,90,13,90,32,46,45,13,87,16,94,6,79,16,41,32,34459,2,33437,1,[]
257,21,48,32,46,49,90,24,79,34,40,44,7,76,26,92,26,69,26,88,15,34545,2,33569,1,[]
258,23,37,27,36,49,90,32,68,29,37,41,6,77,36,82,41,60,36,76,26,34592,2,33645,1,[]
259,20,26,27,35,49,90,40,59,38,39,40,7,80,48,80,54,52,46,65,36,34790,2,33821,1,[]
260,30,34,38,40,49,90,45,53,44,33,38,8,81,56,80,56,50,48,54,44,34973,2,34042,1,[]
261,44,39,44,42,12,94,49,48,53,37,29,10,73,63,75,65,55,46,56,41,35624,2,34147,1,[]
262,53,42,56,43,28,93,53,44,51,45,33,8,62,59,68,78,57,45,56,42,35758,2,34198,1,['21:49 VGYoudang(德玛西亚皇子) 击杀了 TESLokeN(皮城女警)']
263,54,43,52,43,32,89,58,42,51,42,33,8,55,47,71,89,57,45,63,39,36313,2,34382,1,['21:55 VGPuff(逆羽) 击杀了 TESBen(堕落天使)']
264,47,50,50,47,36,78,52,44,54,46,89,6,60,43,67,90,57,45,63,39,36400,2,34580,1,[]
265,42,54,41,54,41,84,47,51,47,51,77,17,54,45,63,88,57,45,63,39,36451,2,34631,1,[]
266,42,54,38,56,49,91,36,59,35,59,69,27,53,51,54,86,57,45,63,39,36548,2,34686,1,[]
267,3,91,2,96,52,91,35,59,35,59,61,37,51,53,58,85,57,45,63,39,36621,2,34737,1,[]
268,4,81,16,92,52,91,13,89,10,91,50,41,45,45,54,90,57,45,63,39,36742,2,34811,1,[]
269,5,66,29,87,46,91,23,77,21,80,40,40,36,39,57,92,57,45,63,39,36793,2,34883,1,[]
270,7,52,34,78,50,93,32,67,30,70,46,47,32,33,69,92,90,6,85,9,36844,2,35145,1,[]
271,9,39,41,71,52,94,41,58,38,61,50,52,38,36,73,91,78,18,71,19,36941,2,35324,1,[]
272,11,26,53,68,51,94,43,55,45,53,49,43,45,35,73,91,68,28,66,28,37104,2,35376,1,[]
273,14,16,52,63,53,91,41,46,39,43,42,34,39,33,70,82,60,38,54,32,37343,2,35488,1,[]
274,18,23,42,54,53,91,45,53,29,45,41,19,48,35,71,76,58,44,50,33,37512,2,35569,1,[]
275,27,33,32,45,45,88,48,51,40,44,36,14,46,35,75,88,53,48,47,39,37605,2,35662,1,[]
276,39,42,39,50,50,94,45,51,44,44,31,9,46,41,75,90,53,48,49,42,37739,2,35858,1,[]
277,44,42,39,54,52,94,42,57,45,44,22,12,54,42,70,89,55,46,51,44,37887,2,36066,1,[]
278,33,39,46,69,52,94,43,68,49,51,19,13,53,36,55,82,58,50,53,41,37938,2,36269,1,[]
279,21,37,50,79,52,92,46,75,49,60,24,11,46,39,60,84,54,44,49,40,38006,2,36466,1,[]
280,9,31,49,79,51,92,46,75,52,66,30,12,47,42,64,83,55,47,47,38,38235,2,36527,1,[]
281,10,32,46,74,51,88,45,70,42,67,37,15,44,45,71,90,50,48,50,44,38393,2,36736,1,[]
282,16,43,38,64,56,85,41,61,40,56,36,18,41,44,74,91,49,48,45,45,38572,2,37120,1,[]
283,29,50,31,58,52,88,45,54,41,53,25,14,34,38,75,90,42,42,38,39,38747,2,37225,1,[]
284,31,51,35,48,47,93,43,52,43,51,18,15,33,37,75,90,45,40,41,36,38828,2,37290,1,[]
285,32,42,33,44,50,92,47,51,44,50,17,16,43,42,90,6,50,46,48,42,39028,2,37384,1,[]
286,35,40,42,44,52,92,44,48,44,50,23,22,45,43,72,17,54,44,50,35,39203,2,37438,1,[]
287,26,37,34,42,48,92,48,51,44,51,35,24,55,40,59,24,57,44,50,35,39318,2,37490,1,[]
288,15,34,19,44,48,92,41,54,39,51,43,34,59,41,42,24,54,46,91,6,39369,2,37612,1,[]
289,10,27,15,44,15,92,41,66,39,58,42,33,72,42,28,23,55,43,78,19,39512,2,37714,1,[]
290,10,23,15,44,32,90,42,67,39,58,34,24,70,41,18,24,57,41,66,26,39732,2,37781,1,[]
291,8,22,21,51,45,91,31,60,8,93,22,22,69,41,8,22,55,32,54,31,39818,2,37903,1,[]
292,6,28,17,45,57,90,32,59,21,82,11,24,56,41,7,27,57,38,44,35,39939,2,37970,1,[]
293,5,35,15,39,64,89,42,56,30,72,11,21,50,46,10,22,51,48,47,41,39990,2,38161,1,[]
294,5,35,15,39,76,86,44,56,38,63,12,21,52,52,11,23,47,49,48,49,40160,2,38473,1,[]
295,2,96,18,89,86,81,40,56,41,55,10,21,49,53,11,22,46,48,48,47,40462,2,38554,1,[]
296,3,95,31,80,80,77,39,61,44,56,9,30,60,57,7,29,48,48,55,50,40515,2,39107,1,[]
297,4,76,41,71,67,78,39,61,40,61,19,35,70,62,6,42,49,51,53,55,40567,2,39288,2,['24:41 TESKnight9(青钢影) 击破了防御塔']
298,6,61,51,63,58,71,14,88,42,60,29,37,64,58,7,49,49,50,53,51,40670,2,39402,2,[]
299,6,53,54,61,52,62,25,77,50,60,40,40,58,55,8,53,49,49,56,49,40740,2,39578,2,[]
300,7,56,56,61,46,55,32,66,55,64,49,48,58,50,10,50,52,48,55,50,40940,2,39630,2,[]
301,6,62,51,60,44,56,42,58,46,57,53,52,55,57,6,60,53,53,54,52,41058,2,39707,2,[]
302,6,75,48,58,36,60,45,56,49,60,63,59,64,62,6,63,61,50,61,52,41111,2,39763,2,[]
303,4,88,60,62,40,58,54,61,56,58,66,60,65,60,6,47,66,59,66,60,41162,2,39834,2,[]
304,5,95,57,61,52,55,56,61,57,55,65,51,65,57,9,53,65,53,66,55,41243,2,39915,2,[]
305,14,84,63,59,57,55,49,52,58,56,73,49,66,57,10,54,58,45,64,52,41364,2,40546,2,[]
306,11,69,55,56,57,55,50,51,52,52,85,51,62,52,7,51,55,45,60,50,41512,2,40793,3,['25:28 TESKnight9(青钢影) 击破了防御塔']
307,8,59,64,63,62,61,57,58,58,55,89,63,66,52,6,47,55,43,59,46,41580,2,41081,3,[]
308,9,62,66,62,67,63,65,64,65,64,89,71,66,56,5,46,57,47,65,53,41632,2,41265,3,[]
309,22,65,67,65,63,61,64,64,68,62,81,77,67,57,95,4,56,54,66,54,41683,2,41317,3,[]
310,20,64,66,65,62,63,63,64,68,63,77,72,65,58,59,47,56,55,66,55,41894,2,41368,3,['25:49 VG 击杀了土龙']
311,10,58,61,63,54,64,55,64,54,63,65,65,59,60,65,59,59,56,65,61,42100,2,41482,3,[]
312,8,56,45,67,46,71,43,67,44,56,56,57,52,57,56,66,53,53,56,57,42174,2,41732,3,[]
313,11,47,40,59,48,76,37,57,39,58,48,53,47,56,59,73,46,50,48,55,42365,2,41799,3,[]
314,24,50,40,58,42,69,39,55,42,58,51,50,52,56,64,89,50,48,51,55,42430,2,42003,3,[]
315,32,44,38,50,41,78,35,48,34,48,48,39,60,52,71,87,47,36,63,57,42481,2,42146,3,[]
316,31,33,32,35,44,90,31,37,32,33,47,32,60,52,66,82,52,30,66,55,42612,2,42218,3,[]
317,30,31,31,31,50,92,30,32,32,32,41,31,82,9,52,78,51,31,63,57,42755,2,42371,3,[]
318,31,30,33,31,50,94,30,33,31,31,38,36,69,17,42,68,41,36,51,49,42829,2,42424,3,[]
319,29,35,34,30,32,44,28,31,30,35,31,35,60,26,32,54,35,37,39,42,44449,2,42541,3,[]
320,27,37,32,33,32,36,27,34,24,32,35,30,49,33,32,40,35,37,34,39,44500,2,42592,3,['26:36 VG 击杀了大龙']
321,24,38,33,38,31,39,23,38,22,38,32,33,37,39,25,39,35,38,34,39,44575,2,43606,3,['26:45 TESXx(凛冬之怒) 击杀了 VGYoudang(德玛西亚皇子)']
322,18,49,33,39,34,39,15,33,12,35,39,41,31,47,20,37,36,41,30,48,44656,2,43658,3,['26:46 TES369(猩红收割者) 击杀了 VGIan(解脱者)']
323,18,63,33,39,34,39,8,35,5,45,46,49,20,50,7,36,45,49,18,49,44706,2,44667,3,['26:55 TESKnight9(青钢影) 击杀了 VGPuff(逆羽)']
324,13,75,33,39,34,39,7,35,5,60,47,54,11,53,7,38,46,50,8,55,44757,2,44847,3,[]
325,6,87,33,39,34,39,7,35,5,73,50,65,14,63,10,42,41,55,13,49,44805,2,45498,3,[]
326,1,96,33,39,34,39,7,35,4,86,50,66,25,66,18,46,36,59,23,55,44863,2,45743,4,['27:7 TESLokeN(皮城女警) 击破了防御塔']
327,12,80,33,39,34,39,7,35,5,95,63,62,33,66,8,54,33,63,32,64,44921,2,45882,4,[]
328,8,63,33,39,34,39,7,35,19,83,71,63,34,65,7,57,35,63,33,63,44973,2,46578,4,[]
329,8,61,33,39,34,39,7,35,28,73,77,55,30,54,16,49,34,62,32,60,45129,2,46762,5,['27:21 TESLokeN(皮城女警) 击破了防御塔']
330,9,64,16,88,34,39,7,35,31,69,82,56,24,43,23,47,44,57,40,53,45271,2,47014,5,[]
331,8,52,33,89,34,39,7,35,35,63,80,54,24,39,21,47,53,47,50,44,45323,2,47151,5,[]
332,6,45,47,88,13,82,7,35,28,69,76,45,24,39,95,4,56,45,50,44,45396,2,47204,5,[]
333,7,45,53,84,26,71,13,88,28,72,70,40,86,17,82,13,95,4,94,5,45696,2,47356,5,[]
334,6,48,53,84,29,68,24,77,30,73,70,39,75,27,64,23,85,9,93,6,45979,2,47408,5,[]
335,15,49,52,84,34,61,32,67,40,67,70,39,66,37,49,19,74,21,94,5,46102,2,47470,5,[]
336,24,57,50,80,44,54,42,59,40,58,92,11,56,45,40,15,66,32,94,5,46428,2,47621,5,[]
337,28,59,48,68,42,58,44,58,52,60,79,24,52,48,42,17,56,42,90,12,46480,2,47818,5,[]
338,41,57,58,67,51,52,54,61,56,58,69,33,58,46,30,20,54,43,76,24,46533,2,47871,5,[]
339,54,61,57,55,56,56,55,56,57,55,59,41,58,47,17,21,55,43,66,34,46584,2,47965,5,[]
340,57,56,58,55,57,55,56,56,59,56,57,44,60,49,12,24,56,41,58,42,46636,2,48017,5,[]
341,50,52,53,52,51,53,49,53,58,55,54,44,56,47,8,34,56,43,55,42,46883,2,48110,5,[]
342,51,44,51,42,56,47,51,44,58,49,59,41,60,43,9,36,60,39,60,41,46979,2,48316,5,[]
343,57,43,57,43,59,44,56,42,59,45,65,37,63,38,27,37,63,35,67,36,47531,3,48391,5,['28:35 VGYoudang(德玛西亚皇子) 击破了防御塔']
344,60,40,60,34,62,36,59,37,67,40,65,34,66,33,35,38,66,31,68,33,48275,3,48605,5,[]
345,63,38,64,35,59,37,60,38,60,39,61,36,63,35,46,37,66,31,65,35,48349,3,48693,5,['28:43 VGPuff(逆羽) 击杀了 TES369(猩红收割者)']
346,59,41,56,33,58,40,58,40,60,41,61,36,65,38,59,40,64,33,63,33,48423,3,49791,5,['28:50 TESKnight9(青钢影) 击杀了 VGSouthwind(幻翎)']
347,56,44,56,42,53,42,56,39,60,41,61,36,56,41,54,41,59,39,61,37,48475,3,50763,5,['28:53 TESLokeN(皮城女警) 击杀了 VGPuff(逆羽)']
348,49,53,54,46,52,42,56,39,60,41,61,36,53,49,50,48,54,48,55,47,48528,3,50850,5,"['28:57 TESKnight9(青钢影) 击杀了 VGIan(解脱者)', '28:58 TESKnight9(青钢影) 击杀了 VGYoudang(德玛西亚皇子)']"
349,51,52,54,46,52,42,56,39,60,41,61,36,50,55,50,52,53,53,56,49,48580,3,51518,5,['29:4 TESLokeN(皮城女警) 击杀了 VGChelizi(机械公敌)']
350,51,52,54,46,52,42,56,39,60,41,61,36,42,56,42,56,42,59,49,49,48631,3,51570,5,[]
351,51,52,54,46,52,42,56,39,60,41,61,36,40,68,28,65,32,66,41,59,48683,3,51713,5,[]
352,51,52,54,46,52,42,56,39,60,41,61,36,44,79,14,63,32,68,35,67,48735,3,52092,5,[]
353,51,52,54,46,52,42,56,39,60,41,61,36,47,90,8,65,40,78,34,80,48788,3,52194,5,[]
354,51,52,54,46,52,42,56,39,60,41,61,36,45,89,9,71,42,87,42,88,48840,3,52679,5,[]
355,51,52,54,46,52,42,56,39,2,96,61,36,54,85,8,74,42,86,45,92,48891,3,53317,7,"['29:33 TES 击破了防御塔', '29:34 TES 击破了防御塔']"
356,51,52,54,46,52,42,56,39,16,84,84,11,51,75,9,74,48,76,51,94,48943,3,53561,7,[]
357,51,52,9,94,52,42,9,79,15,76,70,18,53,76,10,64,47,73,51,94,49058,3,53643,7,[]
358,51,52,28,93,52,42,14,74,23,74,60,26,53,76,11,50,51,66,94,4,49250,3,53778,7,[]
359,51,52,40,90,8,78,24,71,30,71,53,32,85,13,14,44,53,65,93,5,49428,3,54027,7,[]
360,21,95,37,89,10,70,34,62,38,66,48,35,76,25,14,36,95,4,80,20,49854,3,54079,7,[]
361,37,93,36,77,7,62,40,66,41,67,53,44,67,35,14,36,91,6,70,32,49936,3,54131,7,[]
362,51,93,33,63,7,51,45,71,54,67,52,46,60,42,94,6,83,11,61,42,49988,3,54225,7,[]
363,64,91,23,55,7,43,39,61,60,76,54,45,59,46,84,23,74,21,58,41,50216,3,54396,7,[]
364,65,91,20,48,9,43,37,63,57,77,56,43,66,49,81,37,64,31,61,40,50282,3,54553,7,[]
365,58,90,20,49,18,52,38,62,44,79,57,42,63,51,75,43,57,41,57,48,50333,3,54694,7,[]
366,55,84,31,53,20,64,40,59,40,68,95,4,61,58,81,56,49,48,60,59,50406,3,54881,7,[]
367,53,86,38,61,32,63,40,57,41,58,84,20,62,63,83,63,55,54,72,66,50707,3,54928,7,[]
368,53,87,33,69,36,61,36,58,35,62,78,33,69,64,80,76,64,62,73,66,50817,3,55017,7,[]
369,52,88,25,59,32,66,32,61,25,66,67,37,72,63,84,82,70,64,75,62,50965,3,55252,7,[]
370,51,94,31,60,32,66,26,66,27,66,65,38,64,64,79,79,66,62,65,65,51015,3,55331,7,[]
371,51,94,26,66,17,86,28,69,27,66,65,41,66,69,71,82,69,66,70,67,51071,3,55430,7,[]
372,5,79,18,57,28,86,28,69,17,86,62,42,66,70,68,90,70,68,71,70,51127,3,55739,7,[]
373,8,65,18,52,39,88,32,68,27,75,54,48,59,63,67,84,60,59,63,63,51180,3,55841,7,['31:1 TES 击杀了土龙']
374,17,62,18,52,42,92,38,67,36,67,49,52,51,66,61,88,56,62,57,63,51247,3,55997,7,[]
375,10,61,6,95,38,93,31,65,31,64,42,56,47,67,52,93,52,63,52,63,51299,3,56138,7,[]
376,8,57,9,93,36,92,27,74,28,72,36,62,41,70,43,91,43,67,46,67,51413,3,56552,7,[]
377,7,59,20,81,33,92,26,71,33,79,34,65,36,77,39,90,38,66,40,73,51625,3,56692,7,[]
378,13,69,24,74,27,93,21,75,24,78,31,71,31,76,32,92,29,68,34,77,51823,3,56744,7,[]
379,15,73,27,78,27,88,22,75,25,78,27,69,30,75,35,87,28,71,31,71,51932,3,56797,7,[]
380,20,75,28,75,27,78,22,76,26,78,27,67,31,73,35,85,26,69,30,68,52123,3,56870,7,[]
381,25,79,30,81,29,79,23,79,26,79,32,66,32,71,37,91,31,67,35,67,52260,3,57179,7,[]
382,24,79,28,84,25,83,15,76,25,77,32,65,32,70,35,93,31,67,34,66,52362,3,57364,7,[]
383,30,90,28,81,30,90,21,76,24,77,30,70,28,71,33,94,26,70,30,69,52609,3,57415,7,[]
384,27,83,27,80,25,83,21,75,26,79,34,77,31,70,35,88,30,71,33,74,52691,3,57529,7,[]
385,23,77,27,78,19,73,21,74,24,79,30,74,28,73,32,80,27,71,32,76,52801,3,57602,7,[]
386,27,73,27,72,27,76,25,71,25,73,28,72,29,72,32,77,34,68,34,74,53502,3,57675,7,[]
387,23,79,22,76,26,77,21,72,22,77,32,70,29,72,34,76,31,70,33,73,53555,3,57749,7,['32:11 VGChelizi(机械公敌) 击杀了 TESXx(凛冬之怒)']
388,12,86,15,88,25,84,14,81,13,81,31,60,29,72,37,89,34,80,33,80,53606,3,57866,7,[]
389,3,95,3,96,27,93,5,91,6,91,32,61,29,72,38,92,39,90,38,91,53658,3,57948,7,[]
390,15,94,18,94,25,93,8,87,4,95,35,66,29,72,29,91,33,89,34,92,53726,3,58468,7,[]
391,28,94,27,95,28,94,24,91,4,96,31,69,29,72,31,94,32,91,34,93,53792,3,58564,8,['32:32 TESLokeN(皮城女警) 击破了防御塔']
392,31,94,29,95,22,95,31,90,28,95,28,78,29,72,32,92,37,89,34,91,54504,3,58616,8,[]
393,39,90,31,89,27,94,34,93,32,90,30,88,29,72,32,90,44,90,36,88,55296,3,58932,8,"['32:42 VGChelizi(机械公敌) 击杀了 TESBen(堕落天使)', '32:44 VGChelizi(机械公敌) 击杀了 TESLokeN(皮城女警)']"
394,41,92,35,92,34,91,42,94,41,91,43,91,29,72,31,91,44,90,36,88,55902,3,59920,9,"['32:46 TES 击破了防御塔', '32:49 TES369(猩红收割者) 击杀了 VGPuff(逆羽)', '32:49 TES369(猩红收割者) 击杀了 VGYoudang(德玛西亚皇子)']"
395,41,91,35,92,37,92,42,94,42,91,48,93,29,72,34,93,44,90,36,88,55954,3,59992,9,['32:52 VGChelizi(机械公敌) 击杀了 TES369(猩红收割者)']
396,30,86,35,92,30,87,42,94,28,85,48,93,93,4,24,80,44,90,36,88,56006,3,60169,9,[]
397,20,76,35,92,23,76,42,94,19,75,48,93,79,17,13,71,44,90,36,88,56106,3,60221,9,[]
398,12,79,35,92,22,75,42,94,9,81,48,93,65,20,10,62,44,90,36,88,56360,3,60273,9,[]
399,12,77,35,92,25,76,42,94,5,92,48,93,52,23,10,62,44,90,36,88,56503,3,60326,9,[]
400,6,90,35,92,18,83,42,94,7,87,48,93,39,26,95,4,44,90,36,88,56556,3,60377,9,[]
401,4,89,35,92,9,92,42,94,18,75,48,93,34,31,36,28,44,90,36,88,56607,3,60429,9,[]
402,7,80,35,92,4,96,42,94,18,63,48,93,35,31,31,30,44,90,85,10,56658,3,60481,9,[]
403,31,45,35,92,32,44,42,94,20,49,48,93,28,37,32,41,44,90,67,19,56710,3,60533,9,[]
404,31,49,7,88,31,50,42,94,30,48,48,93,33,47,30,49,79,11,56,30,56785,3,61136,9,['33:39 TESKnight9(青钢影) 击杀了 VGChelizi(机械公敌)']
405,31,49,21,74,23,47,6,93,30,60,48,93,31,49,24,46,66,20,42,37,56852,3,61187,9,[]
406,31,49,18,60,17,54,10,79,24,65,95,4,19,51,18,49,55,21,31,46,57021,3,61239,9,[]
407,31,49,16,68,17,65,11,74,18,71,95,5,18,59,17,62,52,29,19,52,57246,3,61391,9,[]
408,31,49,13,70,18,68,12,72,17,75,15,70,19,66,14,68,46,36,14,65,58448,3,62085,9,[]
409,31,49,13,70,17,79,13,74,9,82,14,72,11,66,14,71,36,42,11,73,58501,3,62726,9,"['34:3 TESKnight9(青钢影) 击杀了 VGYoudang(德玛西亚皇子)', '34:3 VGPuff(逆羽) 击杀了 TESKnight9(青钢影)', '34:4 TES369(猩红收割者) 击杀了 VGPuff(逆羽)']"
410,31,49,13,70,10,91,13,74,5,93,11,72,10,72,14,71,27,50,17,74,58550,3,62824,9,[]
411,31,49,13,70,5,90,13,74,6,89,10,73,10,77,14,71,18,57,10,70,58605,3,62941,9,[]
412,31,49,13,70,10,81,13,74,3,76,12,74,13,75,14,71,11,65,8,72,58700,3,63140,9,[]
413,31,49,13,70,7,81,13,74,9,60,11,70,10,70,14,71,10,68,9,70,58750,3,63213,9,[]
414,31,49,13,70,6,85,13,74,12,49,8,81,11,81,14,71,9,81,7,82,58799,3,64004,9,[]
415,31,49,13,70,9,84,13,74,13,50,13,84,15,87,14,71,11,83,11,85,58858,3,64307,10,"['34:33 TES 击破了防御塔', '34:31 TESLokeN(皮城女警) 击杀了 VGIan(解脱者)']"
416,8,93,13,70,9,84,13,74,7,95,11,91,13,88,14,71,13,84,10,86,58931,3,64505,11,['34:36 TES 击破了防御塔']
417,15,88,13,70,9,84,13,74,13,89,17,85,11,79,14,71,10,81,16,82,58986,3,64692,11,[]
418,16,89,13,70,9,84,13,74,18,88,15,77,12,79,14,71,15,84,14,78,59060,3,64828,11,[]
419,5,95,8,85,9,84,13,74,10,91,11,68,9,72,14,71,12,74,10,70,59142,3,64902,11,[]
420,2,96,10,71,9,84,6,90,5,92,9,55,16,63,14,71,13,64,17,60,59224,3,64963,11,[]
421,10,82,16,75,9,84,11,76,13,75,5,44,18,51,93,10,22,56,20,49,59477,3,65176,11,[]
422,22,73,25,72,9,84,21,72,18,67,5,44,11,48,80,29,28,50,25,38,59760,3,65357,11,[]
423,17,66,29,66,9,84,25,77,27,59,94,3,15,41,74,43,33,44,28,34,59854,3,65509,11,[]
424,18,63,43,67,9,84,25,87,38,58,85,8,18,34,69,50,32,37,24,31,60166,3,65773,11,[]
425,24,66,45,67,9,84,31,89,41,69,72,15,32,32,69,62,31,34,25,30,60419,3,65825,11,[]
426,32,72,40,73,4,94,40,86,48,77,61,23,34,31,82,56,30,33,30,32,60501,3,65963,11,[]
427,33,75,48,81,10,75,49,78,51,74,59,35,34,31,75,53,30,32,28,31,60652,3,66015,11,[]
428,2,96,52,84,8,62,53,84,57,73,51,45,34,31,77,54,30,29,26,31,60906,3,67823,11,[]
429,21,87,47,75,7,59,53,86,58,63,45,49,34,30,77,54,30,30,95,4,61062,3,67876,11,['35:42 TES 击杀了大龙']
430,34,79,48,68,8,60,53,86,57,68,51,46,89,15,93,5,92,8,91,8,61115,3,67928,11,[]
431,46,81,47,68,16,71,10,93,59,70,45,55,76,27,72,17,84,25,78,25,61167,3,67994,11,[]
432,56,90,43,68,28,70,24,80,50,77,41,57,67,37,57,28,80,39,68,36,61336,3,68164,11,[]
433,52,85,36,66,38,62,31,68,47,76,53,62,66,49,45,35,78,52,66,50,61580,3,68214,11,[]
434,40,77,31,77,34,66,32,71,43,69,61,63,63,61,34,42,71,64,62,60,61632,3,68325,11,[]
435,33,76,18,87,20,66,36,74,43,69,55,56,58,64,21,47,69,62,54,59,61687,3,68379,11,[]
436,29,72,6,92,17,76,33,72,7,93,50,54,63,69,21,47,67,62,57,70,61738,3,68459,11,[]
437,27,75,11,79,28,79,29,73,19,80,50,52,67,66,18,45,66,62,57,64,61786,3,68599,11,[]
438,20,73,10,72,25,75,20,71,32,73,49,52,68,66,17,45,64,62,55,57,61837,3,70015,11,[]
439,15,68,23,76,30,69,13,64,40,72,42,56,60,62,15,50,55,57,47,55,61889,3,70067,11,['36:32 TES 击杀了远古巨龙']
440,25,71,36,77,28,69,11,66,37,76,32,63,48,59,8,56,42,59,37,59,62130,3,70120,11,[]
441,18,71,37,75,23,71,14,71,36,77,29,71,37,63,7,62,34,64,33,63,62204,3,70206,11,[]
442,16,76,31,80,22,75,21,80,30,80,30,72,30,70,7,66,26,67,29,66,62255,3,70460,11,[]
443,12,80,16,79,15,79,16,77,20,81,27,74,26,76,9,71,25,70,23,68,62410,3,70512,11,[]
444,13,79,15,78,16,79,11,78,16,81,17,73,24,79,9,71,26,74,23,71,62567,3,70624,11,[]
445,19,81,21,83,17,81,14,80,19,84,23,75,26,79,13,72,26,74,24,73,62620,3,70677,11,[]
446,15,80,17,80,16,82,15,81,16,84,20,73,24,86,9,75,28,86,24,77,62735,3,70848,11,[]
447,15,83,17,85,16,83,15,82,16,86,23,76,23,86,8,73,27,89,28,83,62787,3,71366,11,[]
448,14,85,17,83,16,83,15,81,18,86,24,79,23,85,13,75,27,89,30,86,62880,3,71528,11,[]
449,9,84,15,87,14,89,12,84,14,90,19,80,16,84,6,77,22,87,23,84,63022,3,71580,11,[]
450,13,87,19,88,17,88,13,87,13,88,16,81,18,82,8,80,24,83,21,80,63186,3,72064,11,[]
451,11,92,13,89,16,89,8,91,10,86,16,94,20,87,7,85,19,90,19,87,63388,3,72181,11,['37:32 TES369(猩红收割者) 击杀了 VGIan(解脱者)']
452,6,94,5,92,16,89,7,89,4,91,11,93,8,89,12,90,11,92,13,89,63440,3,72891,11,[]
453,2,96,6,93,16,89,4,91,1,97,8,91,6,87,6,90,8,93,13,90,63491,3,73549,11,"['37:42 TES369(猩红收割者) 击杀了 VGYoudang(德玛西亚皇子)', '37:44 TESKnight9(青钢影) 击杀了 VGPuff(逆羽)']"
454,5,95,6,93,16,89,4,91,1,97,8,92,8,86,7,89,9,94,9,92,63511,3,73591,11,[]
455,5,95,6,93,16,89,4,91,1,97,8,92,8,86,7,89,9,94,9,92,63511,3,73591,11,['37:55 TES 获胜']
