,RNGLangx, ,RNGKarsa, ,RNGXiaohu, ,RNGUzi, ,RNGMing, ,FPXGimGoon, ,FPXTian, ,FPXDoinb, ,FPXLwx, ,FPXCrisp, ,blue_economics,blue_towers,red_economics,red_towers,captions
243,38,39,31,39,31,37,30,46,33,47,34,41,30,36,31,46,40,39,39,37,0,1,0,2,['20:15 RNGXiaohu(½âÍÑÕß) »÷É±ÁË FPXTian(¾ÆÍ°)']
244,34,38,31,39,32,44,25,52,37,49,27,51,30,36,28,50,38,40,41,34,0,1,0,2,['20:20 FPXDoinb(»ÄÄ®ÍÀ·ò) »÷É±ÁË RNGUzi(Ê¥Ç¹ÓÎÏÀ)']
245,32,42,31,39,38,51,25,52,40,57,38,51,30,36,39,52,33,42,40,40,0,1,0,2,['20:21 FPXLwx(Ðé¿ÕÖ®Å®) »÷É±ÁË RNGLangx(ÍöÁéÕ½Éñ)']
246,36,41,31,39,38,51,25,52,38,62,44,50,30,36,43,56,35,39,35,39,0,1,0,2,['20:27 FPXDoinb(»ÄÄ®ÍÀ·ò) »÷É±ÁË RNGXiaohu(½âÍÑÕß)']
247,36,41,31,39,38,51,25,52,33,66,35,39,30,36,42,55,31,33,28,38,0,1,0,2,[]
248,36,41,31,39,38,51,25,52,32,67,33,31,30,36,32,43,31,33,30,33,0,1,0,2,[]
249,36,41,13,91,38,51,25,52,33,69,34,31,30,36,33,32,32,34,30,33,0,1,0,2,[]
250,36,41,27,82,38,51,25,52,34,69,34,31,30,36,33,32,32,33,30,33,0,1,0,2,[]
251,36,41,40,76,38,51,25,52,32,72,33,35,88,17,33,32,31,28,31,32,0,1,0,2,['20:54 FPX »÷É±ÁË´óÁú']
252,36,41,56,81,38,51,11,83,2,96,42,45,81,33,95,4,91,6,95,4,0,1,0,2,[]
253,4,79,56,83,38,51,23,74,16,87,50,51,80,49,84,21,84,15,87,17,0,1,0,2,[]
254,6,64,52,85,3,96,31,66,26,77,64,53,74,61,80,35,81,29,80,34,0,1,0,2,[]
255,10,52,48,78,19,86,32,61,35,67,69,64,67,69,78,50,80,44,79,50,0,1,0,2,[]
256,21,48,44,69,31,80,31,60,36,60,65,69,66,71,84,63,76,55,75,59,0,1,0,2,[]
257,10,45,46,65,41,71,38,59,46,58,66,69,66,71,89,63,69,66,69,67,0,1,0,2,[]
258,10,32,48,66,47,64,47,53,46,55,69,67,71,66,86,76,66,55,64,60,0,1,0,2,['21:26 FPX »÷É±ÁË»ðÁú']
259,14,19,47,64,47,63,47,52,42,52,93,4,85,8,82,83,55,48,57,49,0,1,0,2,[]
260,15,16,49,58,51,61,40,59,40,57,74,7,69,17,78,86,52,47,51,45,0,1,0,2,[]
261,15,16,52,59,50,59,38,64,40,61,59,9,57,28,68,81,47,37,48,40,0,1,0,2,[]
262,13,23,57,69,57,68,40,58,41,60,44,10,46,35,61,86,50,40,40,34,0,1,0,2,[]
263,10,35,54,76,51,78,39,62,40,62,30,10,45,43,60,85,52,42,49,46,0,1,0,2,[]
264,12,47,43,69,52,91,38,63,41,65,18,16,42,44,55,86,48,49,43,45,0,1,0,2,[]
265,23,55,50,80,54,90,38,64,46,74,14,18,31,38,54,86,39,44,31,43,0,1,0,2,[]
266,32,62,50,77,51,91,39,64,52,77,11,26,31,44,54,87,37,43,36,43,0,1,0,2,[]
267,43,67,55,76,54,87,48,73,59,75,8,38,25,50,56,76,46,51,47,54,0,1,0,3,['22:13 FPXGimGoon(º£ÑóÖ®ÔÖ) »÷ÆÆÁË·ÀÓùËþ']
268,51,76,49,79,56,78,52,78,51,78,9,49,34,60,57,77,51,63,53,63,0,1,0,3,['22:19 RNGXiaohu(½âÍÑÕß) »÷É±ÁË FPXDoinb(»ÄÄ®ÍÀ·ò)']
269,44,79,41,84,52,85,42,78,41,84,6,51,44,52,57,77,46,57,46,56,0,1,0,3,[]
270,33,73,41,84,52,89,39,76,40,84,9,53,37,58,57,77,43,53,40,54,0,1,0,3,[]
271,24,66,4,95,46,81,39,76,4,94,9,54,32,61,57,77,35,60,34,60,0,1,0,3,[]
272,18,68,16,88,35,75,10,84,10,85,14,49,32,63,57,77,33,63,32,61,0,1,0,5,"['22:37 FPXGimGoon(º£ÑóÖ®ÔÖ) »÷ÆÆÁË·ÀÓùËþ', '22:40 FPXLwx(Ðé¿ÕÖ®Å®) »÷ÆÆÁË·ÀÓùËþ']"
273,11,64,30,80,31,67,20,73,20,76,16,49,31,56,57,77,31,51,32,52,0,1,0,5,[]
274,7,54,40,74,35,66,28,68,30,69,88,18,91,12,57,77,32,45,90,5,0,1,0,5,[]
275,9,53,42,67,46,71,39,62,39,61,88,33,80,27,57,77,91,6,74,20,0,1,0,5,[]
276,7,50,32,61,57,76,44,55,47,57,89,48,75,42,57,77,78,17,63,33,0,1,0,5,[]
277,9,37,22,53,68,81,54,61,50,60,88,61,76,45,95,4,69,28,52,43,0,1,0,5,[]
278,9,29,15,44,75,89,63,64,57,64,86,76,76,53,79,15,59,38,60,49,0,1,0,5,[]
279,10,32,22,46,74,89,48,66,59,75,80,81,77,62,63,22,61,49,66,55,0,1,0,5,[]
280,19,36,29,51,62,92,36,65,47,79,82,85,66,63,49,18,56,44,58,50,0,1,0,5,[]
281,23,42,26,51,51,95,31,55,47,79,81,91,53,62,33,16,50,49,56,62,0,1,0,5,[]
282,22,51,23,47,51,95,32,63,7,95,78,89,43,68,23,10,48,52,45,63,0,1,0,5,[]
283,32,50,26,51,8,94,32,65,23,89,76,89,47,77,16,15,50,60,49,75,0,1,0,5,[]
284,32,62,32,61,26,89,28,67,32,79,63,89,45,79,18,19,46,71,50,76,0,1,0,5,[]
285,34,74,28,73,37,88,28,70,33,80,52,88,42,82,27,30,53,84,41,78,0,1,0,5,[]
286,35,76,33,75,35,89,33,77,34,81,46,91,47,82,39,42,49,89,44,79,0,1,0,6,['23:49 FPXGimGoon(º£ÑóÖ®ÔÖ) »÷ÆÆÁË·ÀÓùËþ']
287,30,79,30,87,36,91,31,89,33,83,45,92,50,82,47,50,52,88,44,80,0,1,0,6,[]
288,26,70,17,91,34,92,31,88,31,88,40,93,43,79,39,60,45,82,40,77,0,1,0,6,[]
289,27,69,4,95,35,91,24,77,29,85,38,92,37,74,31,70,41,70,36,77,0,1,0,6,[]
290,24,71,15,88,27,80,23,74,25,76,35,84,28,71,25,69,28,67,31,75,0,1,0,6,[]
291,17,76,27,80,25,68,25,69,24,77,30,74,30,71,28,65,29,64,32,70,0,1,0,6,[]
292,18,76,31,72,25,67,26,67,28,73,38,66,37,62,38,62,37,62,37,63,0,1,0,6,[]
293,18,76,35,76,10,60,27,70,32,80,45,67,48,60,46,63,38,61,40,61,0,1,0,6,[]
294,9,96,40,77,9,59,32,67,21,85,50,76,57,68,55,66,47,54,47,59,0,1,0,6,[]
295,9,96,39,87,20,65,34,65,10,93,48,82,55,75,62,63,50,62,46,72,0,1,0,6,[]
296,26,94,31,81,18,54,32,60,11,91,50,89,60,63,70,62,48,73,49,76,0,1,0,6,[]
297,35,88,27,69,9,41,23,56,22,80,51,90,66,54,71,64,54,76,53,77,0,1,0,6,[]
298,33,92,31,56,8,34,20,52,30,68,46,91,58,43,82,56,56,74,55,76,0,1,0,6,[]
299,38,92,33,43,10,27,20,52,31,55,54,86,52,34,83,56,56,74,55,76,0,1,0,6,[]
300,36,92,41,35,17,22,3,95,34,42,60,85,56,23,76,49,91,4,80,13,0,1,0,6,[]
301,37,91,41,29,19,13,14,81,41,36,60,85,52,18,65,40,76,14,63,22,0,1,0,6,[]
302,40,91,41,25,25,10,25,71,39,26,94,5,48,20,54,30,63,22,49,22,0,2,0,6,['25:9 RNGXiaohu(½âÍÑÕß) »÷ÆÆÁË·ÀÓùËþ']
303,41,92,32,32,15,10,35,62,33,28,85,18,48,18,48,18,50,22,49,21,0,2,0,6,[]
304,46,92,23,32,15,10,39,65,27,35,73,29,46,16,45,9,57,27,57,26,0,2,0,6,[]
305,54,87,21,38,4,95,37,58,24,39,63,40,46,15,42,16,56,40,50,33,0,2,0,6,[]
306,64,83,21,38,12,90,36,62,24,39,55,52,47,16,30,16,50,50,47,35,0,2,0,6,[]
307,54,84,10,84,24,77,35,64,7,88,49,50,47,16,21,13,54,50,49,48,0,2,0,6,[]
308,44,79,18,70,31,65,34,64,19,77,44,45,93,7,16,15,47,53,55,59,0,2,0,6,[]
309,49,76,28,66,26,59,32,66,28,69,55,55,81,22,15,10,56,47,57,71,0,2,0,6,[]
310,44,79,41,61,21,53,37,62,38,64,49,53,70,33,15,10,68,40,56,74,0,2,0,6,[]
311,41,80,31,57,9,46,33,61,32,59,47,53,66,46,88,16,72,41,66,71,0,2,0,6,[]
312,34,74,32,45,7,42,35,60,32,57,49,55,61,59,75,28,72,41,66,68,0,2,0,6,[]
313,34,62,41,36,17,49,37,56,32,53,62,63,57,62,66,41,92,8,95,4,0,2,0,6,[]
314,39,53,42,32,21,38,44,50,35,47,73,74,54,56,66,55,84,24,78,18,0,2,0,6,[]
315,32,43,42,32,10,30,44,37,38,40,79,83,64,63,67,66,81,38,67,32,0,2,0,6,[]
316,41,40,43,35,12,23,45,45,40,43,77,80,66,65,66,66,78,52,67,49,0,2,0,6,[]
317,50,46,46,36,24,29,50,47,47,47,69,68,66,64,63,64,74,59,57,55,0,2,0,6,[]
318,51,43,47,37,36,36,52,43,46,44,68,69,67,72,65,70,66,58,55,50,0,2,0,6,[]
319,54,44,50,33,49,41,56,41,52,44,60,58,66,68,60,60,59,49,59,48,0,2,0,6,[]
320,50,42,50,34,50,44,53,41,49,40,53,47,66,65,52,49,57,45,56,47,0,2,0,6,['26:38 FPX »÷É±ÁË»ðÁú']
321,38,41,49,35,37,41,43,41,38,41,49,52,52,54,42,53,51,49,48,52,0,2,0,6,[]
322,33,43,46,41,31,47,36,40,34,43,42,57,43,47,32,66,39,58,38,51,0,2,0,6,[]
323,36,43,47,41,29,50,40,45,36,43,39,56,44,50,31,64,34,62,31,58,0,2,0,6,[]
324,34,39,38,38,18,55,38,39,33,39,36,61,38,50,30,59,38,52,37,50,0,2,0,6,[]
325,23,39,28,39,18,54,25,37,24,39,27,70,31,46,21,54,33,49,28,50,0,2,0,6,[]
326,18,47,23,42,14,63,16,39,17,44,25,74,32,41,16,62,25,51,21,51,0,2,0,6,[]
327,15,41,15,39,6,69,14,36,15,37,23,75,21,39,7,68,21,46,19,45,0,2,0,7,['27:13 FPX »÷ÆÆÁË·ÀÓùËþ']
328,16,37,11,35,6,73,9,41,10,39,21,75,15,36,16,70,15,41,16,43,0,2,0,7,['27:20 FPXLwx(Ðé¿ÕÖ®Å®) »÷É±ÁË RNGLangx(ÍöÁéÕ½Éñ)']
329,15,35,10,31,8,72,6,53,5,48,20,76,12,34,26,71,11,34,17,50,0,2,0,7,['27:25 FPXLwx(Ðé¿ÕÖ®Å®) »÷É±ÁË RNGKarsa(Ö©ÖëÅ®»Ê)']
330,13,35,10,31,3,96,7,66,6,60,12,76,9,46,26,71,10,44,15,63,0,2,0,7,[]
331,13,35,10,31,9,84,5,78,4,72,14,77,9,59,95,4,9,57,13,71,0,2,0,7,[]
332,13,35,10,31,15,84,9,84,9,82,18,81,12,70,15,79,9,68,16,78,0,2,0,7,[]
333,13,35,10,31,16,83,17,83,5,90,18,76,9,72,12,75,10,73,13,74,0,2,0,7,[]
334,13,35,10,31,10,76,17,78,6,90,11,68,10,68,10,67,10,67,11,66,0,2,0,8,['27:49 FPXDoinb(»ÄÄ®ÍÀ·ò) »÷ÆÆÁË·ÀÓùËþ']
335,13,35,10,31,8,68,8,83,10,78,11,55,18,58,18,57,18,57,11,53,0,2,0,8,[]
336,13,35,10,31,18,66,4,94,12,65,19,46,22,44,23,42,22,44,21,44,0,2,0,8,[]
337,13,35,10,31,32,63,12,77,17,56,27,35,32,31,32,32,29,32,29,32,0,2,0,8,[]
338,2,96,11,82,40,57,18,61,23,45,31,30,32,29,32,31,31,33,29,32,0,2,0,8,[]
339,35,38,17,67,42,46,20,48,24,38,32,30,35,30,33,31,28,34,27,30,0,2,0,8,[]
340,32,43,18,53,31,45,26,47,24,38,31,39,32,39,28,36,22,46,25,35,0,2,0,8,"['28:17 FPXCrisp(¹â»ÔÅ®ÀÉ) »÷É±ÁË RNGMing(ÌìÆôÕß)', '28:16 FPX »÷É±ÁË´óÁú']"
341,35,48,22,48,21,50,26,47,24,38,32,46,29,49,32,46,26,47,23,42,0,2,0,8,['28:21 FPXLwx(Ðé¿ÕÖ®Å®) »÷É±ÁË RNGUzi(Ê¥Ç¹ÓÎÏÀ)']
342,53,64,22,48,10,51,26,47,24,38,25,50,15,49,37,57,22,51,16,45,0,2,0,8,['28:27 FPXLwx(Ðé¿ÕÖ®Å®) »÷É±ÁË RNGKarsa(Ö©ÖëÅ®»Ê)']
343,53,64,22,48,5,45,26,47,24,38,8,53,8,48,28,68,18,51,11,50,0,2,0,8,[]
344,53,64,22,48,5,32,26,47,24,38,7,39,8,36,18,76,11,55,11,63,0,2,0,8,[]
345,13,86,22,48,7,22,26,47,24,38,7,27,10,29,16,80,11,68,15,76,0,2,0,8,[]
346,13,89,22,48,10,15,26,47,24,38,10,19,10,16,16,80,13,79,11,80,0,2,0,8,"['28:49 RNGXiaohu(½âÍÑÕß) »÷É±ÁË FPXTian(¾ÆÍ°)', '28:50 FPXGimGoon(º£ÑóÖ®ÔÖ) »÷É±ÁË RNGXiaohu(½âÍÑÕß)']"
347,12,90,22,48,10,15,26,47,24,38,11,32,10,16,9,84,11,80,13,80,0,2,0,8,[]
348,13,81,22,48,10,15,26,47,9,83,10,47,10,16,11,75,11,73,11,71,0,2,0,9,['28:56 FPXLwx(Ðé¿ÕÖ®Å®) »÷ÆÆÁË·ÀÓùËþ']
349,12,76,22,48,10,15,26,47,13,84,10,52,10,16,17,63,11,62,11,55,0,2,0,9,[]
350,14,84,8,94,10,15,12,82,21,89,95,5,10,16,18,53,11,60,11,52,0,2,0,9,[]
351,15,84,15,84,10,15,13,81,35,91,93,21,10,16,95,4,88,15,95,4,0,2,0,9,[]
352,22,84,22,85,10,15,17,84,48,92,89,37,10,16,85,10,79,29,80,13,0,2,0,9,[]
353,34,89,34,88,10,15,15,76,50,81,89,52,10,16,73,23,80,42,68,29,0,2,0,9,[]
354,47,92,45,81,10,15,10,72,60,84,87,67,10,16,63,35,77,53,57,43,0,2,0,9,[]
355,58,85,44,69,10,15,23,76,57,85,82,80,10,16,53,46,75,66,54,54,0,2,0,9,[]
356,53,88,44,68,10,15,35,75,57,85,76,91,95,4,48,58,76,79,57,67,0,2,0,9,[]
357,51,94,36,76,10,94,29,73,4,96,69,89,85,24,47,68,63,77,55,76,0,2,0,9,[]
358,39,90,35,78,27,89,30,72,22,90,56,91,81,39,46,67,54,76,50,78,0,2,0,9,[]
359,36,90,32,81,40,92,26,75,32,81,52,93,76,56,44,68,51,83,45,81,0,2,0,9,[]
360,38,89,37,76,36,87,33,79,36,80,51,92,73,73,41,70,52,84,45,79,0,2,0,9,[]
361,36,92,30,86,31,88,35,89,30,83,46,91,63,83,38,76,49,84,41,77,0,2,0,9,[]
362,33,92,30,89,32,91,37,94,31,90,41,93,49,88,26,75,40,86,39,84,0,2,0,9,[]
363,31,94,31,86,28,89,28,94,30,91,38,94,38,92,20,76,39,89,41,89,0,2,0,9,[]
364,29,91,29,88,17,81,24,88,27,88,40,87,36,94,11,75,39,91,41,91,0,2,0,9,[]
365,28,93,28,87,21,84,27,94,26,90,33,88,34,94,14,77,36,88,37,91,0,2,0,9,[]
366,27,92,25,87,21,91,25,96,27,90,30,90,31,93,21,89,26,86,31,91,0,2,0,9,"['30:29 FPXLwx(Ðé¿ÕÖ®Å®) »÷É±ÁË RNGKarsa(Ö©ÖëÅ®»Ê)', '30:30 FPXLwx(Ðé¿ÕÖ®Å®) »÷É±ÁË RNGMing(ÌìÆôÕß)']"
367,29,94,25,87,16,92,12,95,27,90,27,94,25,94,13,94,25,93,25,95,0,2,0,9,['30:35 FPXDoinb(»ÄÄ®ÍÀ·ò) »÷É±ÁË RNGUzi(Ê¥Ç¹ÓÎÏÀ)']
368,23,93,25,87,7,94,12,95,27,90,20,92,11,95,8,94,18,93,16,93,0,2,0,11,"['30:36 FPX »÷ÆÆÁË·ÀÓùËþ', '30:37 FPX »÷ÆÆÁË·ÀÓùËþ', '30:36 FPXLwx(Ðé¿ÕÖ®Å®) »÷É±ÁË RNGLangx(ÍöÁéÕ½Éñ)', '30:39 FPXDoinb(»ÄÄ®ÍÀ·ò) »÷É±ÁË RNGXiaohu(½âÍÑÕß)']"
369,16,91,25,87,7,94,12,95,27,90,9,92,12,90,11,91,13,91,14,89,0,2,0,11,[]
370,16,91,25,87,7,94,12,95,27,90,7,89,9,85,11,91,13,91,14,89,0,2,0,11,[]
371,16,91,25,87,7,94,12,95,27,90,7,89,9,85,11,91,13,91,14,89,0,2,0,11,['30:55 FPX »ñÊ¤']
