,WEPoss, ,WEbeishang, ,WExiye, ,WEMystic, ,WEMissing, ,RNGLangx, ,RNGKarsa, ,RNGXiaohu, ,RNGUzi, ,RNGMing, ,blue_economics,blue_towers,red_economics,red_towers,captions
236,89,71,48,65,20,23,44,52,44,54,52,50,64,61,88,63,53,53,54,55,34215,2,37467,2,['19:37 WEPoss(荒漠屠夫) 击破了防御塔']
237,84,83,43,67,17,13,42,59,42,55,63,58,67,64,91,73,57,45,51,45,34354,2,37550,2,[]
238,81,91,44,68,20,19,45,54,37,56,66,43,63,57,89,73,54,31,45,34,34501,2,37724,2,[]
239,81,91,2,96,30,11,47,51,2,96,58,33,63,57,78,74,52,27,46,36,34664,2,37876,2,[]
240,7,94,13,86,36,9,48,51,11,90,50,22,91,8,70,80,59,35,41,35,34777,2,37993,2,[]
241,21,90,17,73,27,16,43,52,22,81,45,11,79,15,77,86,53,44,41,32,34830,2,38330,2,[]
242,34,90,18,58,25,28,31,49,32,68,44,15,70,26,74,74,50,43,41,32,34881,2,38381,2,[]
243,46,91,22,47,23,42,34,60,45,67,42,9,61,37,71,63,50,50,92,6,34933,2,38475,2,[]
244,54,91,22,45,21,44,44,67,46,66,43,9,50,44,60,62,46,53,78,18,35233,2,38632,2,[]
245,55,85,17,44,26,37,43,68,43,68,45,13,48,57,52,62,45,52,68,30,35467,2,38809,2,[]
246,48,75,20,44,32,46,39,64,39,65,33,17,44,53,45,55,43,53,56,41,35562,2,38861,2,[]
247,47,63,37,43,38,51,38,59,41,59,25,14,44,57,45,55,44,56,48,53,35689,2,38988,2,[]
248,45,56,43,52,40,57,42,59,40,57,19,10,48,54,46,54,45,58,48,56,35922,2,40030,2,['20:40 RNGKarsa(狂战士) 击杀了 WEPoss(荒漠屠夫)']
249,45,56,35,63,36,64,38,63,35,63,37,61,40,58,39,58,42,59,41,59,35973,2,40082,2,['20:42 RNGKarsa(狂战士) 击杀了 WEMystic(虚空之女)']
250,45,56,32,64,33,66,38,63,37,57,32,63,34,62,39,65,46,57,38,63,36023,2,40795,2,[]
251,45,56,32,65,31,75,38,63,32,59,31,74,30,69,36,62,45,53,40,67,36076,2,41348,2,"['20:52 RNGKarsa(狂战士) 击杀了 WEbeishang(虚空遁地兽)', '20:55 RNGLangx(离群之刺) 击杀了 WExiye(解脱者)']"
252,45,56,32,65,31,75,38,63,31,46,47,78,39,71,30,51,39,58,32,59,36127,2,42394,2,[]
253,45,56,32,65,31,75,38,63,31,44,61,77,34,60,33,40,32,59,28,50,36179,2,42504,3,"['21:3 RNGUzi(战争女神) 击破了防御塔', '21:1 RNGXiaohu(天启者) 击杀了 WEMissing(深海泰坦)']"
254,45,56,32,65,31,75,38,63,31,44,75,78,31,47,31,35,32,45,25,38,36230,2,42597,3,[]
255,45,56,32,65,31,75,38,63,31,44,84,85,31,34,29,33,32,33,32,32,36277,2,42749,3,[]
256,45,56,32,65,31,75,5,94,31,44,75,89,34,30,31,32,31,33,31,34,36331,2,42803,3,[]
257,15,95,32,65,31,75,14,80,31,44,64,91,34,30,30,33,31,33,31,33,36384,2,44403,3,[]
258,32,93,5,94,31,75,25,72,31,44,67,90,37,36,28,32,32,33,29,33,36432,2,44534,3,['21:27 RNG 击杀了大龙']
259,45,92,16,76,31,75,35,64,31,44,67,90,50,35,93,5,87,8,95,4,36513,2,44779,3,[]
260,56,88,20,62,5,86,44,56,17,86,73,88,51,31,82,11,79,22,93,5,36725,2,44840,3,[]
261,65,90,25,57,5,70,47,49,27,74,94,9,47,17,81,30,69,33,94,3,36940,2,44893,3,[]
262,63,91,28,59,6,57,43,46,38,62,91,28,42,17,80,46,60,42,93,4,37154,2,45217,3,[]
263,69,88,31,51,6,45,45,56,49,58,90,43,43,16,75,55,54,47,85,12,37403,2,45413,3,[]
264,81,84,33,49,10,38,42,57,48,66,89,56,95,4,75,60,57,50,74,28,37510,2,45567,3,[]
265,85,81,33,62,13,34,39,57,39,62,88,70,85,19,73,67,94,5,64,40,37757,2,45632,3,[]
266,74,88,44,70,10,26,42,67,31,57,81,82,73,29,71,82,85,18,68,54,37878,2,45717,3,[]
267,65,92,51,83,11,27,48,78,34,61,69,90,62,39,69,90,73,29,71,67,37930,2,45779,3,[]
268,57,91,60,92,14,21,56,89,44,69,61,92,51,49,65,93,63,38,71,81,37983,2,45835,3,[]
269,55,93,58,90,55,84,54,89,51,77,65,91,46,56,71,85,53,48,67,84,38124,2,46185,3,[]
270,52,93,51,82,51,77,50,80,56,76,70,91,39,63,61,75,44,57,60,76,38174,2,46378,3,[]
271,56,90,51,78,54,77,54,76,52,76,71,87,41,69,68,78,35,64,62,77,38286,2,46519,3,[]
272,51,94,39,76,41,78,43,81,42,78,71,84,41,70,55,76,30,66,53,76,38368,2,47173,3,[]
273,51,94,34,78,31,74,36,88,27,75,65,90,36,67,42,77,28,70,42,67,38462,2,47300,4,['22:42 RNGUzi(战争女神) 击破了防御塔']
274,10,92,24,78,21,74,27,81,21,74,54,90,26,72,29,73,28,69,28,73,38527,2,47496,4,[]
275,22,81,26,76,19,76,23,77,21,73,49,91,27,67,31,70,29,68,31,69,38592,2,47547,4,[]
276,27,76,28,73,21,72,28,70,28,72,47,90,33,62,34,61,27,60,32,61,38823,2,47598,4,[]
277,34,81,34,82,14,84,24,73,35,80,47,89,28,68,30,67,29,65,34,68,38870,2,48196,4,[]
278,31,89,27,85,6,94,17,80,22,82,39,91,24,77,26,75,23,72,27,75,38927,2,48812,6,"['23:7 RNGLangx(离群之刺) 击破了防御塔', '23:9 RNGXiaohu(天启者) 击破了防御塔']"
279,26,88,19,84,14,92,15,77,16,81,34,90,23,77,24,78,22,74,25,77,39015,2,48931,6,[]
280,27,81,21,76,31,91,21,75,20,76,35,92,33,76,32,77,33,78,33,79,39203,2,49107,6,[]
281,27,87,26,85,28,94,28,79,25,84,32,94,33,91,33,91,32,91,35,93,39301,2,49188,6,[]
282,26,94,25,93,26,93,26,90,26,91,35,92,32,89,32,93,34,92,32,91,39411,2,49265,6,[]
283,27,92,26,94,27,93,26,87,28,90,31,89,30,90,31,93,32,89,30,90,39467,2,50524,7,"['23:35 RNGXiaohu(天启者) 击破了防御塔', '23:35 RNGLangx(离群之刺) 击杀了 WEMissing(深海泰坦)']"
284,15,90,12,93,15,91,20,92,28,90,20,91,18,93,21,94,18,91,21,95,39518,2,50721,7,['23:39 RNGKarsa(狂战士) 击杀了 WEMystic(虚空之女)']
285,15,90,6,95,6,93,20,92,28,90,18,94,19,91,14,93,10,94,21,94,39569,2,51303,7,['23:45 RNGUzi(战争女神) 击杀了 WEPoss(荒漠屠夫)']
286,15,90,8,93,3,96,20,92,28,90,18,92,24,90,17,90,16,92,19,90,39620,2,51626,7,[]
287,15,90,9,94,10,91,20,92,28,90,15,87,16,87,16,86,17,84,17,87,39672,2,51678,8,['23:54 RNGUzi(战争女神) 击破了防御塔']
288,15,90,8,93,8,91,20,92,28,90,12,86,15,84,13,83,13,88,13,86,39725,2,52002,8,[]
289,15,90,8,94,8,94,20,92,28,90,10,94,14,89,14,85,14,91,13,88,39776,2,52054,9,['24:1 RNGMing(堕落天使) 击破了防御塔']
290,15,90,6,95,8,94,20,92,28,90,13,94,11,91,15,88,14,93,13,89,39796,2,52073,9,[]
291,15,90,6,95,8,94,20,92,28,90,13,94,11,91,15,88,14,93,13,89,39796,2,52073,9,['24:15 RNG 获胜']
