,JDGZoom, ,JDGFlawless, ,JDGYagao, ,JDGimp, ,JDGLvMao, ,V5Windy, ,V5Ben4, ,V5Mole, ,V5y4, ,V5Max, ,blue_economics,blue_towers,red_economics,red_towers,captions
249,79,74,60,59,27,21,8,94,54,76,43,9,93,4,93,53,57,32,81,14,0,3,0,0,[]
250,75,61,69,63,29,32,20,83,60,60,47,9,77,12,93,53,58,35,71,24,0,3,0,0,[]
251,86,57,74,60,16,16,29,73,48,51,42,10,66,20,93,53,59,35,58,23,0,3,0,0,[]
252,88,60,71,63,17,23,38,64,44,45,36,14,56,29,92,51,59,39,46,22,0,3,0,0,[]
253,82,56,70,66,18,15,47,55,42,46,32,18,45,32,91,47,61,35,36,23,0,3,0,0,[]
254,75,44,64,61,15,20,52,47,40,38,29,19,41,25,93,52,64,32,33,22,0,3,0,0,[]
255,65,39,66,47,22,29,61,38,52,34,37,11,49,27,93,53,67,29,46,23,0,3,0,0,[]
256,63,39,65,40,34,35,62,39,57,35,44,10,53,31,88,50,65,31,66,28,0,3,0,0,[]
257,62,39,59,36,46,34,59,36,55,32,47,17,56,30,80,42,66,32,66,33,0,3,0,0,[]
258,57,38,54,31,52,32,58,35,55,32,59,23,64,26,72,34,64,31,66,32,0,3,0,0,[]
259,60,34,57,33,55,30,56,34,59,37,57,24,64,32,64,35,62,33,63,32,0,3,0,0,[]
260,56,32,54,30,54,31,53,33,56,34,53,32,63,36,58,32,62,35,61,33,0,3,0,0,"['21:38 JDGYagao(英勇投弹手) 击杀了 V5Windy(影流之主)', '21:40 V5Windy(影流之主) 击杀了 JDGimp(惩戒之箭)']"
261,58,39,57,35,58,39,53,34,58,39,53,32,66,33,59,33,64,38,64,35,0,3,0,0,['21:41 JDGYagao(英勇投弹手) 击杀了 V5Mole(符文法师)']
262,55,45,53,33,52,47,53,34,53,44,53,32,60,44,59,33,60,42,57,39,0,3,0,0,[]
263,54,45,45,37,48,52,53,34,46,47,53,32,51,51,59,33,52,50,50,48,0,3,0,0,"['21:51 V5y4(暴走萝莉) 击杀了 JDGZoom(暗裔剑魔)', '21:55 V5y4(暴走萝莉) 击杀了 JDGYagao(英勇投弹手)']"
264,54,45,37,42,48,52,53,34,39,43,53,32,45,55,59,33,44,57,43,48,0,3,0,0,[]
265,54,45,36,49,48,52,53,34,32,47,53,32,54,57,59,33,43,57,41,53,0,3,0,0,[]
266,54,45,37,57,48,52,53,34,37,57,53,32,51,56,59,33,43,56,43,54,0,3,0,0,[]
267,54,45,42,56,48,52,53,34,41,57,53,32,53,56,59,33,52,49,46,53,0,3,0,0,[]
268,54,45,50,60,48,52,53,34,48,52,91,5,64,61,59,33,61,41,55,43,0,3,0,0,[]
269,54,45,51,61,48,52,8,92,41,51,73,10,65,57,91,16,70,40,60,37,0,3,0,0,[]
270,54,45,4,95,48,52,21,82,30,49,55,9,95,4,92,31,67,36,60,37,0,3,0,0,[]
271,54,45,21,87,48,52,30,72,29,46,41,10,92,4,93,43,67,36,93,4,0,3,0,0,[]
272,18,94,32,79,48,52,38,64,29,46,30,8,76,9,93,56,90,5,78,14,0,3,0,0,[]
273,34,92,44,78,12,82,45,53,17,88,25,8,63,10,91,66,79,15,65,21,0,3,0,0,[]
274,49,89,55,82,23,72,46,52,32,79,34,11,50,11,91,64,70,27,58,31,0,3,0,0,[]
275,57,85,55,82,33,64,52,63,44,69,38,16,42,17,85,53,61,37,57,41,0,3,0,0,[]
276,70,88,53,77,43,55,58,66,57,64,27,21,43,17,80,51,54,43,54,43,0,3,0,0,[]
277,79,86,57,66,49,52,57,57,57,55,16,22,33,18,80,52,59,37,55,41,0,3,0,0,[]
278,80,85,66,54,39,50,63,61,66,58,10,21,36,25,80,43,55,31,55,32,0,3,0,0,[]
279,75,72,65,70,27,49,69,67,54,57,22,21,41,32,78,35,50,26,47,23,0,3,0,0,[]
280,77,57,66,71,22,41,62,64,40,51,34,23,45,38,88,41,57,33,41,33,0,3,0,0,[]
281,78,52,67,70,18,32,50,59,32,43,42,34,53,46,94,52,57,39,39,41,0,3,0,0,[]
282,90,59,66,67,10,28,47,54,37,50,40,33,45,39,93,50,60,36,48,40,0,3,0,0,['23:30 JDG 击杀了土龙']
283,90,56,66,55,13,20,49,53,41,51,37,24,41,36,91,48,57,41,53,41,0,3,0,0,[]
284,84,52,67,42,16,21,46,51,32,45,29,21,42,37,91,48,56,41,44,38,0,3,0,0,[]
285,72,42,55,41,25,34,53,45,44,38,46,16,48,34,90,42,56,42,48,35,0,3,0,0,['23:45 JDGFlawless(盲僧) 击杀了 V5y4(暴走萝莉)']
286,60,35,56,33,38,36,48,35,47,33,55,21,51,28,89,46,56,42,51,21,0,3,0,0,[]
287,50,32,41,31,41,35,43,35,49,33,48,15,56,23,83,50,56,42,61,24,0,3,0,0,[]
288,35,31,34,30,31,34,32,35,41,30,42,8,57,29,71,50,56,42,62,32,0,3,0,0,[]
289,35,31,34,29,30,32,34,32,41,36,46,15,48,32,57,48,56,42,49,34,0,3,0,0,[]
290,36,30,33,30,34,35,35,30,40,35,42,24,40,27,49,42,56,42,40,29,0,3,0,0,['24:10 JDG 击杀了大龙']
291,45,33,46,33,47,39,34,35,44,32,48,28,46,24,51,41,56,42,49,32,0,3,0,0,[]
292,51,36,51,43,48,47,42,43,50,41,58,23,54,21,61,33,56,42,46,32,0,3,0,0,['24:16 JDGZoom(暗裔剑魔) 击杀了 V5Max(河流之王)']
293,51,36,57,43,54,42,51,45,60,42,56,22,54,31,64,33,56,42,46,32,0,3,0,0,[]
294,55,40,66,40,65,40,61,40,65,41,67,29,60,26,69,29,91,10,46,32,0,3,0,0,[]
295,62,33,65,34,66,36,63,36,66,35,71,28,67,26,65,24,77,20,46,32,0,3,0,0,[]
296,69,29,72,31,68,29,68,31,72,33,75,24,73,25,66,20,75,21,46,32,0,4,0,0,['24:36 JDGFlawless(盲僧) 击破了防御塔']
297,71,28,70,31,68,28,69,29,73,30,77,26,71,22,70,22,75,20,46,32,0,4,0,0,[]
298,69,31,72,33,67,29,70,32,71,34,76,28,70,24,74,23,77,25,46,32,0,4,0,0,[]
299,68,44,68,39,62,38,62,41,64,44,70,28,71,27,85,18,70,26,91,5,0,4,0,0,[]
300,74,52,67,53,50,41,64,57,62,51,64,17,81,19,92,8,69,30,76,15,0,4,0,0,[]
301,75,58,2,96,34,39,53,63,13,87,53,9,87,8,92,13,68,30,69,26,0,4,0,0,[]
302,85,65,6,89,27,37,47,68,24,72,44,7,91,12,91,29,61,33,61,34,0,4,0,0,[]
303,86,77,8,86,18,44,48,75,33,61,40,8,79,24,91,42,53,28,52,26,0,4,0,0,[]
304,2,96,14,74,19,47,47,76,35,42,38,8,70,34,93,53,56,33,45,28,0,4,0,0,[]
305,18,94,20,64,2,96,39,66,41,44,38,7,71,41,91,55,67,42,56,32,0,4,0,0,[]
306,36,92,34,60,7,78,30,60,41,34,31,8,73,43,87,66,59,38,58,41,0,4,0,0,[]
307,51,90,46,55,11,53,29,59,49,40,47,6,78,50,87,58,60,37,58,33,0,4,0,0,[]
308,67,88,53,50,11,36,2,96,41,29,47,6,77,49,82,48,62,33,62,35,0,4,0,0,[]
309,81,84,55,45,14,21,10,91,34,21,95,4,68,40,80,53,66,32,64,34,0,4,0,0,[]
310,86,77,56,44,23,13,22,79,38,15,78,12,59,33,80,45,62,35,66,32,0,4,0,0,[]
311,89,68,54,46,34,9,30,70,46,23,63,11,55,22,81,44,65,27,59,23,0,4,0,0,[]
312,91,67,54,45,36,10,39,61,41,24,53,9,47,16,84,37,64,24,51,22,0,4,0,0,[]
313,84,64,60,43,41,10,49,52,42,32,52,8,50,9,86,37,64,25,59,23,0,4,0,0,[]
314,88,56,66,37,43,9,59,44,56,32,52,8,51,7,91,46,69,31,68,29,0,4,0,0,[]
315,88,50,68,40,48,8,62,37,57,31,57,10,53,11,91,45,69,30,72,32,0,4,0,0,[]
316,89,49,78,47,46,6,64,39,54,19,58,9,55,9,92,44,72,25,76,29,0,4,0,0,[]
317,87,52,87,54,48,10,64,38,49,11,61,8,64,8,91,47,70,16,70,24,0,4,0,0,[]
318,89,54,77,46,46,13,65,40,46,13,66,10,76,6,89,42,66,10,68,20,0,5,0,0,['26:28 JDGLvMao(星界游神) 击破了防御塔']
319,82,45,68,36,50,11,68,34,54,21,70,12,89,4,92,44,68,12,73,15,0,5,0,0,[]
320,75,33,72,32,48,17,71,29,59,23,75,23,87,16,86,37,71,22,76,26,0,5,0,0,[]
321,70,32,69,33,59,23,67,31,62,23,77,27,75,23,80,34,72,26,74,24,0,5,0,0,[]
322,70,32,67,30,65,27,66,32,65,26,78,26,72,22,87,43,78,25,73,23,0,5,0,0,[]
323,73,27,73,30,70,28,69,26,72,29,75,16,72,21,89,42,88,16,76,20,0,5,0,0,[]
324,72,21,75,24,72,25,72,23,71,25,70,8,80,17,87,31,93,5,85,13,0,6,0,0,['26:57 JDGLvMao(星界游神) 击破了防御塔']
325,60,12,64,16,64,16,65,16,63,14,66,7,72,15,88,19,77,13,93,4,0,6,0,0,[]
326,62,7,61,7,60,11,60,10,60,6,72,9,68,14,89,5,70,12,72,11,0,6,0,0,[]
327,60,8,53,9,61,11,61,8,62,12,75,6,68,13,77,9,70,11,69,8,0,6,0,0,[]
328,63,12,62,6,63,11,62,8,65,11,88,6,70,10,78,18,71,8,72,9,0,6,0,0,[]
329,70,7,73,6,69,10,68,5,68,10,81,6,74,10,72,13,74,6,75,6,0,6,0,0,[]
330,71,14,68,8,70,7,70,7,67,12,79,6,74,14,71,17,78,13,75,12,0,7,0,0,['27:26 JDG 击破了防御塔']
331,70,15,71,18,73,12,72,12,71,20,80,17,78,19,83,16,78,18,76,14,0,7,0,0,[]
332,75,12,79,18,79,17,77,14,78,18,86,13,90,14,92,9,90,12,77,15,0,7,0,0,['27:37 JDGYagao(英勇投弹手) 击杀了 V5Max(河流之王)']
333,2,96,79,16,76,15,77,13,78,19,85,11,95,3,86,8,92,5,77,15,0,7,0,0,[]
334,81,8,77,18,78,17,79,12,80,18,87,15,91,6,84,5,87,8,77,15,0,7,0,0,[]
335,76,13,76,14,76,19,77,14,80,19,80,24,81,13,83,9,85,10,77,15,0,7,0,0,[]
336,79,20,82,22,70,25,77,17,80,24,88,28,80,10,83,9,89,17,77,15,0,7,0,0,[]
337,77,26,80,31,68,28,75,25,78,28,85,34,79,17,87,16,87,19,77,15,0,7,0,0,[]
338,71,34,79,41,54,32,66,32,68,35,83,26,80,23,93,6,79,21,77,15,0,7,0,0,[]
339,70,41,82,56,46,35,58,42,66,47,75,26,84,17,94,20,72,17,77,15,0,7,0,0,[]
340,77,49,83,58,31,37,50,52,66,47,65,35,90,6,93,35,61,8,79,11,0,7,0,0,[]
341,77,51,84,58,24,38,51,63,3,96,62,38,85,8,93,48,58,8,66,20,0,7,0,0,[]
342,3,96,83,64,19,46,47,68,23,87,54,45,72,18,93,55,54,11,57,29,0,7,0,0,[]
343,17,89,90,64,19,47,48,76,40,88,56,45,61,24,90,52,41,15,44,33,0,7,0,0,[]
344,28,75,90,78,20,53,53,84,53,86,65,41,51,31,93,58,34,9,41,31,0,7,0,0,[]
345,37,63,90,78,17,56,51,84,70,79,72,41,49,39,91,57,35,8,39,38,0,7,0,0,[]
346,44,56,90,78,17,56,48,82,68,69,61,42,58,42,91,47,41,8,44,41,0,7,0,0,[]
347,49,52,18,87,2,96,48,82,66,54,58,34,68,45,83,49,41,8,50,41,0,7,0,0,[]
348,53,49,31,80,2,96,2,96,65,50,67,44,67,44,76,46,89,8,63,41,0,7,0,0,[]
349,65,50,41,71,3,95,2,96,68,48,66,40,66,41,66,39,76,20,64,38,0,7,0,0,[]
350,74,48,53,65,80,84,84,82,76,48,66,33,74,34,66,32,68,27,64,33,0,7,0,0,[]
351,80,43,63,57,87,73,88,71,82,48,77,25,82,33,64,22,81,30,74,27,0,7,0,0,[]
352,87,52,71,49,88,60,90,58,80,44,86,14,86,34,62,24,80,32,81,28,0,7,0,0,[]
353,92,50,82,44,87,51,92,51,82,44,94,6,87,32,51,18,88,29,87,17,0,7,0,0,[]
354,89,41,82,36,87,39,92,42,80,36,92,26,83,30,42,11,86,29,92,10,0,8,0,0,['29:29 JDGimp(惩戒之箭) 击破了防御塔']
355,93,33,87,34,87,35,91,35,85,34,86,26,86,29,44,10,90,27,90,22,0,8,0,0,[]
356,91,36,87,36,92,36,92,37,86,36,83,29,86,28,48,10,90,28,91,27,0,8,0,0,[]
357,93,37,88,40,89,40,92,39,87,38,82,30,87,31,78,30,88,28,90,28,0,8,0,0,[]
358,93,36,85,36,90,37,93,38,82,34,72,29,83,29,71,30,91,28,92,28,0,8,0,0,[]
359,93,34,90,36,88,36,91,35,84,36,80,30,84,30,74,28,89,29,92,28,0,8,0,0,[]
360,91,36,92,36,86,38,91,37,86,37,82,30,87,27,82,34,91,15,90,26,0,8,0,0,[]
361,87,45,85,37,87,45,90,43,84,50,83,28,90,15,81,29,94,6,86,28,0,8,0,0,[]
362,87,45,73,54,80,56,82,51,84,50,81,29,93,5,75,19,85,23,80,28,0,8,0,0,[]
363,4,93,72,63,72,64,74,60,3,95,77,28,86,18,73,12,73,26,71,27,0,8,0,0,[]
364,14,75,66,69,67,66,68,66,16,79,71,23,74,27,82,9,65,30,66,31,0,8,0,0,[]
365,18,60,60,60,61,60,58,63,28,66,70,11,64,36,93,3,64,25,58,33,0,8,0,0,['30:21 JDG 击杀了水龙']
366,22,45,47,49,55,49,47,69,31,52,70,10,59,34,82,9,64,13,50,24,0,8,0,0,[]
367,30,36,38,39,50,48,45,71,32,35,66,20,61,39,80,19,60,23,47,23,0,8,0,0,[]
368,40,27,41,29,50,48,39,63,44,32,56,30,55,42,69,26,49,22,45,24,0,8,0,0,[]
369,41,34,41,33,5,89,44,51,42,33,45,24,56,33,58,28,43,24,41,23,0,8,0,0,[]
370,41,38,38,37,27,68,41,40,40,36,41,27,52,32,56,33,47,22,43,25,0,8,0,0,[]
371,49,47,36,36,41,54,35,36,38,31,44,23,51,28,51,22,56,12,52,21,0,8,0,0,[]
372,48,42,34,36,41,40,35,36,41,32,44,23,43,24,49,24,56,12,56,18,0,8,0,0,[]
373,41,31,40,31,41,27,41,31,39,23,47,23,50,26,58,33,56,22,56,24,0,8,0,0,[]
374,35,29,40,32,38,27,39,29,38,28,56,33,54,31,67,30,57,27,56,32,0,8,0,0,[]
375,32,34,39,30,46,24,42,36,41,32,51,36,53,29,71,29,54,31,52,31,0,8,0,0,[]
376,46,35,48,33,49,25,48,34,50,33,55,32,53,28,61,34,58,33,56,31,0,8,0,0,[]
377,58,34,57,35,57,39,50,35,57,38,50,34,64,34,60,37,57,35,60,33,0,8,0,0,['31:25 JDGimp(惩戒之箭) 击杀了 V5y4(暴走萝莉)']
378,68,30,48,35,48,39,46,36,54,41,42,39,74,28,59,40,57,35,71,28,0,8,0,0,['31:28 V5Mole(符文法师) 击杀了 JDGLvMao(星界游神)']
379,76,25,47,37,47,39,44,35,54,41,41,39,84,20,50,41,57,35,79,26,0,8,0,0,"['31:31 JDGimp(惩戒之箭) 击杀了 V5Windy(影流之主)', '31:35 V5Mole(符文法师) 击杀了 JDGYagao(英勇投弹手)']"
380,85,24,52,44,47,39,47,42,54,41,41,39,88,16,51,52,57,35,87,22,0,8,0,0,[]
381,77,26,50,47,47,39,50,45,54,41,41,39,94,5,44,57,57,35,88,23,0,8,0,0,['31:41 JDGZoom(暗裔剑魔) 击杀了 V5Max(河流之王)']
382,78,24,42,57,47,39,48,49,54,41,41,39,86,8,36,59,57,35,88,23,0,8,0,1,['31:47 V5Mole(符文法师) 击破了防御塔']
383,81,13,32,60,47,39,57,40,54,41,41,39,83,8,28,60,57,35,88,23,0,8,0,1,[]
384,83,10,33,59,47,39,67,32,54,41,41,39,84,13,36,59,57,35,88,23,0,8,0,1,[]
385,86,13,41,53,47,39,77,24,54,41,41,39,89,8,38,58,57,35,88,23,0,9,0,1,"['32:1 JDGZoom(暗裔剑魔) 击破了防御塔', '32:1 JDGFlawless(盲僧) 击杀了 V5Mole(符文法师)']"
386,85,12,52,45,47,39,85,17,54,41,41,39,90,9,38,58,57,35,88,23,0,10,0,1,['32:7 JDG 击破了防御塔']
387,87,8,62,37,47,39,85,17,6,94,41,39,89,6,38,58,57,35,88,23,0,10,0,1,[]
388,93,6,64,35,47,39,85,17,4,95,41,39,91,9,38,58,95,4,88,23,0,10,0,1,[]
389,93,6,64,35,47,39,85,17,4,95,41,39,91,9,38,58,95,4,88,23,0,10,0,1,['32:25 JDG 获胜']
